Transaction Date,Post Date,Description,Category,Type,Amount,Memo
05/22/2023,05/22/2023,Prime Video*EKYEPB,Shopping,Sale,-15.99,
05/19/2023,05/21/2023,AMZN Mktp US*NK,Shopping,Sale,-15.07,
05/19/2023,05/21/2023,AMZN Mktp US*QFNE,Shopping,Sale,-12.92,
05/19/2023,05/21/2023,AMZN Mktp US*NHWVS,Shopping,Sale,-97.2,
05/19/2023,05/21/2023,AMZN Mktp US*KDURS,Shopping,Sale,-48.48,
05/21/2023,05/21/2023,EZCATERPITA PITA MEDI,Food & Drink,Sale,-240.7,
05/19/2023,05/19/2023,AMZN Mktp US*BVHI,Shopping,Sale,-34.47,
05/18/2023,05/19/2023,AMZN Mktp US*PLXD,Shopping,Sale,-28.84,
05/18/2023,05/19/2023,AMZN Mktp US*YWFTO,Shopping,Sale,-10.52,
05/17/2023,05/18/2023,Amazon.com*TTPV,Shopping,Sale,-5.39,
05/17/2023,05/18/2023,KESAP CLEAN,Home,Sale,-185.0,
05/17/2023,05/18/2023,BINNYS BEVERAGE DEPOT ,Food & Drink,Sale,-167.9,
05/16/2023,05/17/2023,AMZN Mktp US*UTV,Shopping,Sale,-21.53,
05/16/2023,05/17/2023,Amazon.com*NTKRYN,Shopping,Sale,-14.06,
05/16/2023,05/17/2023,AMZN Mktp US*JQVCY,Shopping,Sale,-55.06,
05/15/2023,05/15/2023,Payment Thank You - Web,,Payment,3877.52,
05/14/2023,05/15/2023,Amazon Tips*ARD,Shopping,Sale,-10.0,
05/13/2023,05/15/2023,ABT ELECTRONICS,Shopping,Sale,-1145.79,
05/12/2023,05/14/2023,AMZN Mktp US*JDGRRP,Shopping,Sale,-42.87,
05/14/2023,05/14/2023,AMZN Mktp US*XGOR,Shopping,Sale,-30.14,
05/13/2023,05/14/2023,TST* Gia Mias - Napervil,Food & Drink,Sale,-76.81,
05/13/2023,05/14/2023,Amazon.com*XMZQOJ,Shopping,Sale,-18.29,
05/12/2023,05/14/2023,Amazon.com*VMOQ,Shopping,Sale,-18.58,
05/13/2023,05/14/2023,Amazon.com*PPMY,Groceries,Sale,-202.98,
05/11/2023,05/12/2023,Amazon.com*WUKAP,Shopping,Sale,-9.79,
05/11/2023,05/11/2023,AMZN Mktp US*OTQRZ,Shopping,Sale,-53.86,
05/09/2023,05/11/2023,BUIKEMA S ACE HARDWARE #,Home,Sale,-6.44,
05/10/2023,05/11/2023,AMZN Mktp US*AZSIS,Shopping,Sale,-48.48,
05/10/2023,05/11/2023,AMZN Mktp US*YXTH,Shopping,Sale,-8.72,
05/10/2023,05/11/2023,Amazon.com*TITSX,Shopping,Sale,-32.75,
05/11/2023,05/11/2023,Amazon.com*LZDIMG,Shopping,Sale,-5.49,
05/10/2023,05/11/2023,AMZN Mktp US*SBO,Shopping,Sale,-109.26,
05/10/2023,05/11/2023,Amazon.com*VJ,Shopping,Sale,-9.9,
05/11/2023,05/11/2023,Amazon.com*ATKH,Shopping,Sale,-19.56,
05/10/2023,05/11/2023,Amazon.com*OHN,Shopping,Sale,-44.16,
05/09/2023,05/10/2023,Amazon.com*OAHGP,Shopping,Sale,-16.12,
05/09/2023,05/10/2023,AMZN Mktp US*HZYU,Shopping,Sale,-88.93,
05/09/2023,05/10/2023,AMZN Mktp US*AD,Shopping,Sale,-43.09,
05/10/2023,05/10/2023,AMZN Mktp US*NFBYF,Shopping,Sale,-36.13,
05/08/2023,05/09/2023,AMZN Mktp US*LFFPH,Shopping,Sale,-39.75,
05/08/2023,05/09/2023,Amazon.com*HNEHV,Shopping,Sale,-41.03,
05/07/2023,05/08/2023,Amazon Tips*HGOEL,Shopping,Sale,-10.0,
05/07/2023,05/08/2023,LOWES #*,Home,Sale,-5.9,
05/06/2023,05/07/2023,AMZN Mktp US*AQNAD,Shopping,Sale,-36.62,
05/06/2023,05/07/2023,Amazon.com*CBREO,Groceries,Sale,-177.65,
05/05/2023,05/07/2023,AMZN Mktp US*AGVBK,Shopping,Sale,-60.34,
05/03/2023,05/04/2023,KESAP CLEAN,Home,Sale,-185.0,
05/03/2023,05/04/2023,AMZN Mktp US*BVSMD,Shopping,Sale,-13.48,
05/01/2023,05/02/2023,SP PINKBLUSHMATERNIT,Shopping,Sale,-216.75,
05/01/2023,05/02/2023,SP THE OLLIE WORLD,Shopping,Sale,-52.0,
04/23/2023,04/24/2023,Amazon Tips*HFNTP,Shopping,Sale,-10.0,
04/23/2023,04/24/2023,Amazon.com*HFPLI,Shopping,Sale,-5.36,
04/24/2023,04/24/2023,Amazon.com*HFNOC,Shopping,Sale,-67.15,
04/24/2023,04/24/2023,Prime Video*HFXNM,Shopping,Sale,-10.99,
04/24/2023,04/24/2023,Prime Video*HFYMGJ,Shopping,Sale,-9.99,
04/22/2023,04/23/2023,Prime Video*HFOZ,Shopping,Sale,-15.99,
04/21/2023,04/23/2023,COURSRAUQBMMOIA,Education,Sale,-39.0,
04/22/2023,04/23/2023,Amazon.com*HFZTB,Groceries,Sale,-92.8,
04/19/2023,04/20/2023,KESAP CLEAN,Home,Sale,-185.0,
04/19/2023,04/20/2023,RYANKNORRLAWNCARE.COM,Shopping,Sale,-203.65,
04/19/2023,04/20/2023,Amazon.com*HVRF,Shopping,Sale,-28.27,
04/18/2023,04/20/2023,THE HOME DEPOT ,Home,Sale,-29.07,
04/19/2023,04/20/2023,Amazon Tips*HVTOI,Shopping,Sale,-7.0,
04/18/2023,04/20/2023,BUIKEMA S ACE HARDWARE #,Home,Sale,-20.0,
04/18/2023,04/19/2023,Amazon.com*HVZW,Groceries,Sale,-150.59,
04/18/2023,04/18/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-209.45,
04/16/2023,04/17/2023,AMZN Mktp US*HJRUWH,Shopping,Sale,-99.1,
04/17/2023,04/17/2023,Amazon.com*HJERH,Shopping,Sale,-64.64,
04/16/2023,04/17/2023,AMZN Mktp US*HVJM,Shopping,Sale,-140.06,
04/15/2023,04/16/2023,Amazon.com*HJHMDG,Shopping,Sale,-12.83,
04/15/2023,04/16/2023,Amazon.com*HJWC,Shopping,Sale,-38.55,
04/13/2023,04/14/2023,Amazon Tips*HJRWUY,Shopping,Sale,-10.0,
04/13/2023,04/13/2023,Payment Thank You - Web,,Payment,12863.62,
04/12/2023,04/13/2023,AMZN Mktp US*HJFH,Shopping,Sale,-179.82,
04/12/2023,04/13/2023,Amazon.com*HJGJT,Groceries,Sale,-177.79,
04/10/2023,04/12/2023,AMBASSADOR BRIDGE,Travel,Sale,-7.0,
04/11/2023,04/11/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.36,
04/10/2023,04/11/2023,MARKET,Food & Drink,Sale,-12.25,
04/07/2023,04/11/2023,AMBASSADOR BRIDGE,Travel,Sale,-7.0,
04/06/2023,04/09/2023,LUCKY DOG DAYCARE AND BOA,Shopping,Sale,-120.0,
04/06/2023,04/07/2023, KRISERS NAT PET,Shopping,Sale,-48.47,
04/05/2023,04/06/2023,KESAP CLEAN,Home,Sale,-185.0,
04/05/2023,04/06/2023,AMZN Mktp US*HSGFJ,Shopping,Sale,-32.31,
04/05/2023,04/05/2023,AMZN Mktp US*HSZBF,Shopping,Sale,-134.69,
04/04/2023,04/05/2023,EOLA POINT ANIMAL HOSP.,Personal,Sale,-107.0,
04/04/2023,04/05/2023,AMZN Mktp US*HSXPX,Shopping,Sale,-75.73,
04/04/2023,04/05/2023,Amazon.com*HYSI,Shopping,Sale,-30.08,
04/03/2023,04/04/2023,AMZN Mktp US*HYRYP,Shopping,Sale,-16.15,
04/03/2023,04/04/2023,Amazon Tips*HYXYN,Shopping,Sale,-10.0,
04/04/2023,04/04/2023,Amazon.com*HYAP,Shopping,Sale,-29.59,
04/02/2023,04/03/2023,Amazon.com*HSEHJJ,Shopping,Sale,-17.32,
04/02/2023,04/03/2023,SUNDAY LAWN &amp; GARDEN,Professional Services,Sale,-326.85,
04/02/2023,04/03/2023,Amazon.com*HSN,Groceries,Sale,-176.28,
04/03/2023,04/03/2023,AMZN Mktp US*HSMTAM,Shopping,Sale,-47.28,
04/02/2023,04/03/2023,AMZN Mktp US*HSEJ,Shopping,Sale,-133.48,
04/02/2023,04/03/2023,AMZN Mktp US*HYVWH,Shopping,Sale,-38.67,
04/02/2023,04/03/2023,AMZN Mktp US*HYLY,Shopping,Sale,-20.46,
03/31/2023,04/02/2023,AMZN Mktp US*HYWLA,Shopping,Sale,-9.06,
04/02/2023,04/02/2023,Prime Video *HYPKG,Shopping,Sale,-5.99,
04/01/2023,04/02/2023,AMZN Mktp US*HYGV,Shopping,Sale,-70.22,
03/30/2023,03/31/2023,Amazon.com*HYVM,Shopping,Sale,-9.16,
03/31/2023,03/31/2023,Amazon.com*HYMTG,Shopping,Sale,-30.53,
03/28/2023,03/30/2023,SP HATCH COLLECTION,Shopping,Return,171.34,
03/28/2023,03/29/2023,Amazon.com*HYPQ,Shopping,Sale,-14.03,
03/28/2023,03/29/2023,Amazon.com*HYCJ,Shopping,Sale,-61.53,
03/27/2023,03/28/2023,Amazon.com*HYSED,Shopping,Sale,-42.94,
03/27/2023,03/28/2023,AMZN Mktp US*HSH,Shopping,Sale,-12.92,
03/27/2023,03/27/2023,Payment Thank You - Web,,Payment,3000.0,
03/26/2023,03/27/2023,Amazon.com*HSPP,Shopping,Sale,-21.48,
03/25/2023,03/27/2023,THE HOME DEPOT ,Home,Return,14.84,
03/25/2023,03/26/2023,AMZN Mktp US,Shopping,Return,14.0,
03/24/2023,03/26/2023,SP DLOUISE,Shopping,Sale,-114.0,
03/23/2023,03/24/2023,AMZN Mktp US*HBPW,Shopping,Sale,-45.79,
03/23/2023,03/24/2023,Amazon.com*HHM,Shopping,Sale,-22.07,
03/24/2023,03/24/2023,Prime Video*HFL,Shopping,Sale,-9.99,
03/22/2023,03/24/2023,HOMEDEPOT.COM,Home,Sale,-14.84,
03/23/2023,03/24/2023,AMZN Mktp US*HEHE,Shopping,Sale,-29.08,
03/24/2023,03/24/2023,Prime Video*HBTFQ,Shopping,Sale,-10.99,
03/22/2023,03/23/2023,AMZN Mktp US*HIMJM,Shopping,Sale,-10.76,
03/22/2023,03/23/2023,AMZN Mktp US*HUYQ,Shopping,Sale,-20.46,
03/22/2023,03/22/2023,KESAP CLEAN,Home,Sale,-185.0,
03/22/2023,03/22/2023,AMZN Mktp US*HCHBDD,Shopping,Sale,-42.0,
03/22/2023,03/22/2023,Prime Video*HNRV,Shopping,Sale,-14.49,
03/22/2023,03/22/2023,AMZN Mktp US*HD,Shopping,Sale,-17.19,
03/21/2023,03/22/2023,COURSRAUQBMMOIA,Education,Sale,-39.0,
03/21/2023,03/22/2023,SP IMMI RAMEN,Groceries,Sale,-43.99,
03/20/2023,03/21/2023,Amazon.com*HCCXMY,Shopping,Sale,-10.79,
03/20/2023,03/21/2023,Amazon.com*HCVM,Shopping,Sale,-18.87,
03/18/2023,03/20/2023,THE HOME DEPOT ,Home,Return,86.17,
03/18/2023,03/19/2023,Amazon.com*HCTFRR,Shopping,Sale,-8.61,
03/17/2023,03/19/2023,AMZN Mktp US*HCJZLS,Shopping,Sale,-23.6,
03/18/2023,03/19/2023,AMZN Mktp US,Shopping,Return,150.84,
03/17/2023,03/19/2023,SP HATCH COLLECTION,Shopping,Sale,-187.82,
03/18/2023,03/19/2023,FLOOR AND DECOR ,Home,Return,63.67,
03/17/2023,03/19/2023,AMZN Mktp US*HCNUS,Shopping,Sale,-140.06,
03/17/2023,03/19/2023,AMZN Mktp US*HCVOK,Shopping,Sale,-76.69,
03/17/2023,03/19/2023,Amazon.com*HCJCEA,Shopping,Sale,-5.36,
03/17/2023,03/17/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-229.25,
03/16/2023,03/17/2023,Amazon.com*HCZX,Shopping,Sale,-538.72,
03/17/2023,03/17/2023,AMZN Mktp US*HCFZ,Shopping,Sale,-31.8,
03/15/2023,03/17/2023,THE HOME DEPOT ,Home,Sale,-86.17,
03/16/2023,03/17/2023,AMZN Mktp US*HCLL,Shopping,Sale,-150.84,
03/15/2023,03/16/2023,FLOOR AND DECOR ,Home,Sale,-49.12,
03/15/2023,03/16/2023,FLOOR AND DECOR ,Home,Return,83.58,
03/15/2023,03/15/2023,AUTOMATIC PAYMENT - THANK,,Payment,301.0,
03/12/2023,03/13/2023,FLOOR AND DECOR ,Home,Sale,-497.29,
03/11/2023,03/12/2023,AMZN Mktp US*HGPNTU,Shopping,Sale,-15.52,
03/12/2023,03/12/2023,Amazon.com*HGB,Shopping,Sale,-112.05,
03/10/2023,03/10/2023,Amazon.com*HFMWZ,Shopping,Sale,-23.66,
03/10/2023,03/10/2023,SP MAGNOLIA MARKET,Home,Sale,-892.85,
03/08/2023,03/09/2023,Amazon.com*HHWST,Shopping,Sale,-9.38,
03/08/2023,03/08/2023,KESAP CLEAN,Home,Sale,-185.0,
03/07/2023,03/08/2023,AMZN Mktp US*HOBC,Shopping,Sale,-37.7,
03/06/2023,03/07/2023,AMZN Mktp US*HDEF,Shopping,Sale,-23.26,
03/05/2023,03/07/2023,SIF CAR CARE LLC,Automotive,Sale,-14.0,
03/06/2023,03/07/2023,AMZN Mktp US*HWWM,Shopping,Sale,-32.31,
03/06/2023,03/07/2023,Amazon Tips*HWEM,Shopping,Sale,-7.0,
03/05/2023,03/06/2023,SHERWIN WILLIAMS ,Home,Sale,-175.79,
03/05/2023,03/06/2023,Amazon.com*HEO,Groceries,Sale,-128.33,
03/05/2023,03/06/2023,AMZN Mktp US*HKDN,Shopping,Sale,-36.62,
03/05/2023,03/05/2023,Prime Video *HL,Shopping,Sale,-5.99,
03/04/2023,03/05/2023,AMZN Mktp US*HDZ,Shopping,Sale,-25.2,
03/03/2023,03/05/2023,WCI*AURORA,Bills & Utilities,Sale,-185.0,
03/04/2023,03/05/2023,MICHAELS STORES ,Shopping,Sale,-38.22,
03/04/2023,03/05/2023,AMZN Mktp US*HIPFW,Shopping,Sale,-42.6,
03/02/2023,03/03/2023,Amazon Prime*HDTI,Bills & Utilities,Sale,-139.0,
03/01/2023,03/02/2023,Amazon Tips*HDGEQ,Shopping,Sale,-5.0,
02/27/2023,03/01/2023,LOT A EPS,Travel,Sale,-210.0,
02/28/2023,03/01/2023,Amazon.com*HTFW,Groceries,Sale,-413.26,
02/24/2023,02/26/2023,PM PEDS ILLINOIS-NAPERV,Health & Wellness,Sale,-160.0,
02/24/2023,02/26/2023,WINGS BEACHWEAR ,Shopping,Sale,-5.35,
02/24/2023,02/26/2023,TST* JOHNNY LONGBOATS,Food & Drink,Sale,-119.72,
02/24/2023,02/24/2023,Prime Video*HPSNBG,Shopping,Sale,-10.99,
02/24/2023,02/24/2023,Prime Video*HPC,Shopping,Sale,-9.99,
02/22/2023,02/23/2023,KESAP CLEAN,Home,Sale,-185.0,
02/23/2023,02/23/2023,PANERA BREAD # O,Food & Drink,Sale,-34.16,
02/22/2023,02/22/2023,Prime Video*HPIF,Shopping,Sale,-15.99,
02/21/2023,02/21/2023,Amazon.com*HEUVD,Shopping,Sale,-36.27,
02/19/2023,02/20/2023,rawsomepets.net,Shopping,Sale,-436.2,
02/19/2023,02/20/2023,Amazon Tips*HEIZWN,Shopping,Sale,-10.0,
02/18/2023,02/19/2023,AMZN Mktp US*HEXF,Shopping,Sale,-28.0,
02/18/2023,02/19/2023,Amazon.com*HEGVY,Shopping,Sale,-29.6,
02/18/2023,02/19/2023,LYFT * RIDE -,Travel,Sale,-17.83,
02/18/2023,02/19/2023,Amazon.com*HEFZ,Groceries,Sale,-293.54,
02/17/2023,02/19/2023,AMZN Mktp US*HPUGK,Shopping,Sale,-29.08,
02/18/2023,02/19/2023,Amazon.com*HEBG,Shopping,Sale,-39.4,
02/18/2023,02/19/2023,SP HATCH COLLECTION,Shopping,Sale,-187.82,
02/17/2023,02/17/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-194.03,
02/16/2023,02/17/2023,Amazon.com*HPBBTV,Shopping,Sale,-215.49,
02/16/2023,02/17/2023,Amazon.com*HEMD,Shopping,Sale,-22.77,
02/15/2023,02/15/2023,Payment Thank You - Web,,Payment,1000.0,
02/14/2023,02/15/2023,SP WEARLIVELY,Shopping,Sale,-56.26,
02/14/2023,02/15/2023,Amazon Tips*HEIWIF,Shopping,Sale,-7.0,
02/13/2023,02/14/2023,Amazon.com*HEOK,Groceries,Sale,-92.73,
02/14/2023,02/14/2023,AMZN Mktp US*HEQFK,Shopping,Sale,-22.17,
02/13/2023,02/13/2023,AMZN Mktp US*HR,Shopping,Sale,-123.91,
02/10/2023,02/12/2023,AMZN Mktp US*HEHXEZ,Shopping,Sale,-42.55,
02/11/2023,02/12/2023,Amazon.com*HEJZVZ,Shopping,Sale,-62.53,
02/10/2023,02/10/2023,Amazon.com*TRTQW,Shopping,Sale,-61.14,
02/08/2023,02/09/2023,KESAP CLEAN,Home,Sale,-185.0,
02/07/2023,02/07/2023,Amazon Tips*WUO,Shopping,Sale,-5.0,
02/06/2023,02/07/2023,Amazon.com*HTQT,Shopping,Sale,-16.16,
02/06/2023,02/07/2023,Amazon.com*UUAZF,Shopping,Sale,-10.04,
02/05/2023,02/06/2023,Amazon.com*WSFS,Groceries,Sale,-84.37,
02/05/2023,02/06/2023,AMZN Mktp US*CPIPP,Shopping,Sale,-32.31,
02/02/2023,02/05/2023,SPIRIT OF AMERICA NAPERVI,Automotive,Sale,-2.93,
01/31/2023,02/01/2023,SP BLANQI,Shopping,Sale,-50.58,
01/27/2023,01/27/2023,AMZN Mktp US*AQJU,Shopping,Sale,-14.0,
01/25/2023,01/26/2023,KESAP CLEAN,Home,Sale,-184.0,
01/25/2023,01/25/2023,Amazon.com*HBZ,Shopping,Sale,-9.23,
01/24/2023,01/25/2023,Amazon Tips*XLNE,Shopping,Sale,-7.0,
01/24/2023,01/25/2023,KESAP CLEAN,Home,Sale,-1.0,
01/24/2023,01/25/2023,AMZN Mktp US*PXRO,Shopping,Sale,-10.71,
01/24/2023,01/24/2023,Prime Video*NLWG,Shopping,Sale,-9.99,
01/24/2023,01/24/2023,Prime Video*QNO,Shopping,Sale,-10.99,
01/23/2023,01/24/2023,Amazon.com*KAWCDS,Groceries,Sale,-109.53,
01/23/2023,01/24/2023,AMZN Mktp US*YUAJ,Shopping,Sale,-94.55,
01/23/2023,01/24/2023,AMZN Mktp US*OYDOU,Shopping,Sale,-36.58,
01/22/2023,01/23/2023,AMZN Mktp US*MBIWJ,Shopping,Sale,-33.58,
01/21/2023,01/23/2023,FRY FAMILY YMCA,Health & Wellness,Sale,-20.0,
01/22/2023,01/23/2023,ACT*Dupage Forest,Entertainment,Sale,-50.0,
01/21/2023,01/22/2023,Amazon.com*CPF,Shopping,Sale,-17.27,
01/21/2023,01/22/2023,Amazon.com*BUYYNA,Shopping,Sale,-21.54,
01/20/2023,01/22/2023,AMZN Mktp US*TGSGE,Shopping,Sale,-63.16,
01/22/2023,01/22/2023,Prime Video*EKLYDK,Shopping,Sale,-15.99,
01/18/2023,01/19/2023,Amazon.com*PYW,Shopping,Sale,-1938.42,
01/18/2023,01/19/2023,AMZN Mktp US*VXUHY,Shopping,Sale,-88.85,
01/18/2023,01/18/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-91.03,
01/16/2023,01/17/2023,Amazon Tips*JLF,Shopping,Sale,-10.0,
01/15/2023,01/16/2023,Amazon.com*DVCG,Groceries,Sale,-229.31,
01/13/2023,01/15/2023,Illinois State Lottery,Entertainment,Sale,-30.0,
01/11/2023,01/12/2023,Amazon Tips*WV,Shopping,Sale,-7.0,
01/10/2023,01/11/2023,Amazon.com*OYXSD,Groceries,Sale,-141.2,
01/09/2023,01/09/2023,AMZN Mktp US*DSBVF,Shopping,Sale,-18.26,
01/06/2023,01/08/2023,AMZN Mktp US*LLRSJ,Shopping,Sale,-29.17,
01/07/2023,01/08/2023,AMZN Mktp US*AD,Shopping,Sale,-11.84,
01/06/2023,01/08/2023,AMZN Mktp US*BCGPF,Shopping,Sale,-45.79,
01/05/2023,01/06/2023,THE HANOVER INSU CE GRO,Bills & Utilities,Sale,-1519.0,
01/05/2023,01/06/2023,THE HANOVER INSU CE GRO,Bills & Utilities,Sale,-2088.0,
01/05/2023,01/06/2023,AMZN Mktp US*YSEBO,Shopping,Sale,-199.5,
01/04/2023,01/05/2023,Amazon Tips*VDKRE,Shopping,Sale,-10.0,
01/04/2023,01/05/2023,Amazon.com*BVQ,Shopping,Sale,-61.36,
01/03/2023,01/04/2023,Amazon.com*HDCJD,Groceries,Sale,-220.1,
12/29/2022,12/29/2022,Payment Thank You-Mobile,,Payment,500.0,
12/17/2022,12/18/2022,Amazon.com,Shopping,Return,16.29,
12/16/2022,12/18/2022,Amazon.com*ZFRLY,Shopping,Sale,-14.8,
12/17/2022,12/18/2022,AMZN Mktp US,Shopping,Return,26.56,
12/17/2022,12/18/2022,AMZN Mktp US,Shopping,Return,12.92,
12/17/2022,12/18/2022,Amazon.com*BQZM,Shopping,Sale,-31.65,
12/17/2022,12/18/2022,AMZN Mktp US,Shopping,Return,16.01,
12/16/2022,12/18/2022,AMZ*Hulu LLC,Bills & Utilities,Return,7.99,
12/17/2022,12/18/2022,Amazon.com,Shopping,Return,16.44,
12/15/2022,12/16/2022,Payment Thank You - Web,,Payment,693.75,
12/15/2022,12/16/2022,LATE FEE REVERSAL,Fees & Adjustments,Refund,29.0,
12/15/2022,12/16/2022,AMZN Mktp US*MXTC,Shopping,Sale,-8.07,
12/16/2022,12/16/2022,AMZN Mktp US*WAFUXT,Shopping,Sale,-157.32,
12/15/2022,12/16/2022,AMZN Mktp US*YQULKR,Shopping,Sale,-16.15,
12/15/2022,12/15/2022,LATE FEE,Fees & Adjustments,Fee,-29.0,
12/13/2022,12/14/2022,AMZN Mktp US*MYUVG,Shopping,Sale,-12.92,
12/14/2022,12/14/2022,Amazon.com*FRWKX,Shopping,Sale,-27.67,
12/12/2022,12/13/2022,Amazon.com*ORJ,Shopping,Sale,-28.0,
12/12/2022,12/13/2022,Amazon.com*BKCT,Shopping,Sale,-11.3,
12/12/2022,12/13/2022,AMZN Mktp US*GUNJC,Shopping,Sale,-60.82,
12/13/2022,12/13/2022,Amazon.com*CBKTL,Shopping,Sale,-8.54,
12/12/2022,12/13/2022,AMZN Mktp US*QOK,Shopping,Sale,-21.52,
12/13/2022,12/13/2022,Amazon.com*KBKY,Shopping,Sale,-9.36,
12/13/2022,12/13/2022,Amazon.com*GOAOY,Shopping,Sale,-75.41,
12/11/2022,12/12/2022,Amazon.com*DJE,Shopping,Sale,-16.44,
12/12/2022,12/12/2022,Amazon.com*KTLV,Shopping,Sale,-4.73,
12/12/2022,12/12/2022,Amazon.com*QEKGH,Shopping,Sale,-69.45,
12/11/2022,12/12/2022,AMZN Mktp US*YIIL,Shopping,Sale,-46.68,
12/12/2022,12/12/2022,AMZN Mktp US*RFVSM,Shopping,Sale,-58.19,
12/10/2022,12/11/2022,AMZN Mktp US*PVFF,Shopping,Sale,-26.56,
12/10/2022,12/11/2022,AMZN Mktp US*AICI,Shopping,Sale,-10.06,
12/10/2022,12/11/2022,AMZN Mktp US*OG,Shopping,Sale,-82.74,
12/10/2022,12/11/2022,AMZN Mktp US*SZOMH,Shopping,Sale,-32.31,
12/10/2022,12/11/2022,Amazon.com*XKWBJ,Shopping,Sale,-53.07,
12/10/2022,12/11/2022,Amazon.com*RQEFQH,Shopping,Sale,-32.58,
12/10/2022,12/11/2022,TACKLEDIRECT,Shopping,Sale,-31.47,
12/10/2022,12/11/2022,AMZN Mktp US*YRQXF,Shopping,Sale,-43.01,
12/10/2022,12/11/2022,AMZN Mktp US*HQO,Shopping,Sale,-63.42,
12/08/2022,12/09/2022,Amazon.com*UOPYV,Shopping,Sale,-31.93,
12/08/2022,12/09/2022,Amazon.com*TJCNL,Shopping,Sale,-74.18,
12/09/2022,12/09/2022,AMZ*Hulu LLC,Bills & Utilities,Sale,-7.99,
12/09/2022,12/09/2022,Amazon.com*ZPYRWG,Shopping,Sale,-16.22,
12/09/2022,12/09/2022,Amazon.com*RYG,Shopping,Sale,-23.68,
12/07/2022,12/08/2022,Amazon Tips*WBFVV,Shopping,Sale,-8.0,
12/06/2022,12/07/2022,Amazon.com*PLIEG,Groceries,Sale,-317.05,
12/05/2022,12/06/2022,Amazon.com*AAHH,Shopping,Sale,-62.53,
12/04/2022,12/05/2022,Amazon.com*QNXSLM,Shopping,Sale,-17.59,
12/02/2022,12/04/2022,Amazon.com,Shopping,Return,34.5,
12/03/2022,12/04/2022,AMZN Mktp US*SHTH,Shopping,Sale,-16.01,
12/02/2022,12/04/2022,AMZN Mktp US*CCUBU,Shopping,Sale,-26.48,
12/03/2022,12/04/2022,AMZN Mktp US*AVBGG,Shopping,Sale,-33.4,
12/03/2022,12/04/2022,AMZN Mktp US*SSRUR,Shopping,Sale,-40.29,
12/01/2022,12/02/2022,AMZN Mktp US*SKW,Shopping,Sale,-21.23,
12/01/2022,12/02/2022,AMZN Mktp US,Shopping,Return,107.74,
12/01/2022,12/02/2022,Amazon.com*JR,Shopping,Sale,-10.71,
12/01/2022,12/02/2022,Amazon.com*HKHSU,Shopping,Sale,-33.39,
12/01/2022,12/02/2022,Amazon.com,Shopping,Return,32.68,
11/30/2022,12/01/2022,AMZN Mktp US*NFQ,Shopping,Sale,-34.65,
12/01/2022,12/01/2022,AMZN Mktp US*NNUBD,Shopping,Sale,-58.16,
11/30/2022,12/01/2022,AMZN Mktp US*VEQHOK,Shopping,Sale,-215.46,
11/30/2022,11/30/2022,SP ELLAOLA,Shopping,Sale,-35.0,
11/29/2022,11/30/2022,Amazon.com*MYS,Shopping,Sale,-61.46,
11/28/2022,11/29/2022,AMZN Mktp US*XSRI,Shopping,Sale,-63.52,
11/28/2022,11/29/2022,Amazon.com*EJNH,Shopping,Sale,-20.66,
11/28/2022,11/29/2022,Amazon.com*VRKWE,Shopping,Sale,-70.98,
11/28/2022,11/29/2022,Amazon.com*ISG,Shopping,Sale,-35.13,
11/28/2022,11/29/2022,AMZN Mktp US*FOCH,Shopping,Sale,-24.13,
11/28/2022,11/29/2022,Amazon.com*HWVS,Shopping,Sale,-32.23,
11/28/2022,11/29/2022,AMZN Mktp US*PZVD,Shopping,Sale,-17.44,
11/27/2022,11/28/2022,SP SPANX,Shopping,Sale,-84.48,
11/27/2022,11/28/2022,MICHAELS STORES ,Shopping,Sale,-54.36,
11/27/2022,11/28/2022,AMZN Mktp US*JGIKLQ,Shopping,Sale,-215.49,
11/27/2022,11/28/2022,AMZN Mktp US*MTGW,Shopping,Sale,-71.47,
11/26/2022,11/27/2022,AMZN Mktp US*HWXMY,Shopping,Sale,-80.76,
11/25/2022,11/27/2022,HOORAY STUDIOS INC.,Shopping,Sale,-50.62,
11/26/2022,11/27/2022,Amazon.com*HWYKGV,Shopping,Sale,-11.84,
11/25/2022,11/27/2022,Amazon.com*HWMOE,Shopping,Sale,-32.68,
11/27/2022,11/27/2022,AMZN Mktp US*HWKRY,Shopping,Sale,-53.86,
11/26/2022,11/27/2022,AMZN Mktp US*HWU,Shopping,Sale,-8.61,
11/26/2022,11/27/2022,Amazon.com*HWAE,Shopping,Sale,-4.31,
11/22/2022,11/23/2022,AMZN Mktp US*HWHREN,Shopping,Sale,-44.17,
11/22/2022,11/23/2022,AMZN Mktp US*HWINB,Shopping,Sale,-46.23,
11/22/2022,11/22/2022,Amazon.com*HIFQR,Shopping,Sale,-49.14,
11/20/2022,11/22/2022,THE GROWING PLACE - MAIN,Home,Sale,-192.6,
11/21/2022,11/22/2022,Amazon.com*HWOLG,Shopping,Sale,-11.37,
11/20/2022,11/21/2022,Amazon.com*HWAOD,Shopping,Sale,-12.09,
