Transaction Date,Post Date,Description,Category,Type,Amount,Memo
05/25/2023,05/26/2023,WDL CELLUCOR8669279686,Groceries,Sale,-100.71,
05/24/2023,05/25/2023,AMZN Mktp US*B936V6LF3,Shopping,Sale,-29.08,
05/24/2023,05/25/2023,AMZN Mktp US*QM1C47AY3,Shopping,Sale,-104.45,
05/24/2023,05/24/2023,Amazon.com*QX1VL6CQ3,Shopping,Sale,-21.52,
05/24/2023,05/24/2023,Prime Video,Shopping,Sale,-10.99,
05/23/2023,05/24/2023,Amazon.com*1M72176G3,Shopping,Sale,-52.37,
05/24/2023,05/24/2023,Prime Video,Shopping,Sale,-9.99,
05/23/2023,05/24/2023,Amazon Tips*TU69D5XS3,Shopping,Sale,-5.00,
05/23/2023,05/24/2023,AMZN Mktp US*DT7MS39M3,Shopping,Sale,-34.40,
05/22/2023,05/23/2023,Amazon.com*II91K9L33,Groceries,Sale,-373.36,
05/22/2023,05/23/2023,AMZN Mktp US*K39MT7RS3,Shopping,Sale,-148.70,
05/21/2023,05/22/2023,COURSRA9U10Q8BM3MOI2A,Education,Sale,-39.00,
05/22/2023,05/22/2023,Prime Video*EK2YE5PB3,Shopping,Sale,-15.99,
05/19/2023,05/21/2023,AMZN Mktp US*NK3294163,Shopping,Sale,-15.07,
05/19/2023,05/21/2023,AMZN Mktp US*2Q1FN5E83,Shopping,Sale,-12.92,
05/19/2023,05/21/2023,AMZN Mktp US*NH4WV1S43,Shopping,Sale,-97.20,
05/19/2023,05/21/2023,AMZN Mktp US*K62DU0RS3,Shopping,Sale,-48.48,
05/21/2023,05/21/2023,EZCATERPITA PITA MEDI,Food & Drink,Sale,-240.70,
05/19/2023,05/19/2023,AMZN Mktp US*BV34H6I83,Shopping,Sale,-34.47,
05/18/2023,05/19/2023,AMZN Mktp US*PL4X31D03,Shopping,Sale,-28.84,
05/18/2023,05/19/2023,AMZN Mktp US*YW4FT9O93,Shopping,Sale,-10.52,
05/17/2023,05/18/2023,Amazon.com*TT2P273V3,Shopping,Sale,-5.39,
05/17/2023,05/18/2023,KESAP CLEAN,Home,Sale,-185.00,
05/17/2023,05/18/2023,BINNYS BEVERAGE DEPOT 015,Food & Drink,Sale,-167.90,
05/16/2023,05/17/2023,AMZN Mktp US*5U93T33V3,Shopping,Sale,-21.53,
05/16/2023,05/17/2023,Amazon.com*NT7KR5YN3,Shopping,Sale,-14.06,
05/16/2023,05/17/2023,AMZN Mktp US*JQ1VC5Y93,Shopping,Sale,-55.06,
05/15/2023,05/15/2023,Payment Thank You - Web,,Payment,3877.52,
05/14/2023,05/15/2023,Amazon Tips*A286R3D93,Shopping,Sale,-10.00,
05/13/2023,05/15/2023,ABT ELECTRONICS,Shopping,Sale,-1145.79,
05/12/2023,05/14/2023,AMZN Mktp US*JD5GR7RP3,Shopping,Sale,-42.87,
05/14/2023,05/14/2023,AMZN Mktp US*X259G6OR3,Shopping,Sale,-30.14,
05/13/2023,05/14/2023,TST* Gia Mias - Napervil,Food & Drink,Sale,-76.81,
05/13/2023,05/14/2023,Amazon.com*XM9ZQ7OJ3,Shopping,Sale,-18.29,
05/12/2023,05/14/2023,Amazon.com*VM64O0Q93,Shopping,Sale,-18.58,
05/13/2023,05/14/2023,Amazon.com*P64PM6Y43,Groceries,Sale,-202.98,
05/11/2023,05/12/2023,Amazon.com*WU3K47AP3,Shopping,Sale,-9.79,
05/11/2023,05/11/2023,AMZN Mktp US*5O7TQ0RZ3,Shopping,Sale,-53.86,
05/09/2023,05/11/2023,BUIKEMA S ACE HARDWARE #1,Home,Sale,-6.44,
05/10/2023,05/11/2023,AMZN Mktp US*1A5ZS3IS3,Shopping,Sale,-48.48,
05/10/2023,05/11/2023,AMZN Mktp US*Y64XT1H23,Shopping,Sale,-8.72,
05/10/2023,05/11/2023,Amazon.com*T67IT5SX3,Shopping,Sale,-32.75,
05/11/2023,05/11/2023,Amazon.com*LZ3DI9MG3,Shopping,Sale,-5.49,
05/10/2023,05/11/2023,AMZN Mktp US*S35B34O93,Shopping,Sale,-109.26,
05/10/2023,05/11/2023,Amazon.com*V35J24913,Shopping,Sale,-9.90,
05/11/2023,05/11/2023,Amazon.com*1A9TK20H3,Shopping,Sale,-19.56,
05/10/2023,05/11/2023,Amazon.com*OH9N32343,Shopping,Sale,-44.16,
05/09/2023,05/10/2023,Amazon.com*6O1AH2GP3,Shopping,Sale,-16.12,
05/09/2023,05/10/2023,AMZN Mktp US*HZ28Y08U3,Shopping,Sale,-88.93,
05/09/2023,05/10/2023,AMZN Mktp US*5A6D61143,Shopping,Sale,-43.09,
05/10/2023,05/10/2023,AMZN Mktp US*N51FB5YF3,Shopping,Sale,-36.13,
05/08/2023,05/09/2023,AMZN Mktp US*8L0FF7PH3,Shopping,Sale,-39.75,
05/08/2023,05/09/2023,Amazon.com*HN3E90HV3,Shopping,Sale,-41.03,
05/07/2023,05/08/2023,Amazon Tips*HG6OE35L3,Shopping,Sale,-10.00,
05/07/2023,05/08/2023,LOWES #01711*,Home,Sale,-5.90,
05/06/2023,05/07/2023,AMZN Mktp US*AQ6NA67D3,Shopping,Sale,-36.62,
05/06/2023,05/07/2023,Amazon.com*CB4RE38O3,Groceries,Sale,-177.65,
05/05/2023,05/07/2023,AMZN Mktp US*AG4VB8K03,Shopping,Sale,-60.34,
05/03/2023,05/04/2023,KESAP CLEAN,Home,Sale,-185.00,
05/03/2023,05/04/2023,AMZN Mktp US*BV4S97MD3,Shopping,Sale,-13.48,
05/01/2023,05/02/2023,SP PINKBLUSHMATERNIT,Shopping,Sale,-216.75,
05/01/2023,05/02/2023,SP THE OLLIE WORLD,Shopping,Sale,-52.00,
04/23/2023,04/24/2023,Amazon Tips*HF3NT7P00,Shopping,Sale,-10.00,
04/23/2023,04/24/2023,Amazon.com*HF6PL01I0,Shopping,Sale,-5.36,
04/24/2023,04/24/2023,Amazon.com*HF9N38OC2,Shopping,Sale,-67.15,
04/24/2023,04/24/2023,Prime Video*HF49X6NM1,Shopping,Sale,-10.99,
04/24/2023,04/24/2023,Prime Video*HF8YM9GJ0,Shopping,Sale,-9.99,
04/22/2023,04/23/2023,Prime Video*HF5O28Z70,Shopping,Sale,-15.99,
04/21/2023,04/23/2023,COURSRA9U10Q8BM3MOI2A,Education,Sale,-39.00,
04/22/2023,04/23/2023,Amazon.com*HF9Z12TB0,Groceries,Sale,-92.80,
04/19/2023,04/20/2023,KESAP CLEAN,Home,Sale,-185.00,
04/19/2023,04/20/2023,RYANKNORRLAWNCARE.COM,Shopping,Sale,-203.65,
04/19/2023,04/20/2023,Amazon.com*HV6R650F2,Shopping,Sale,-28.27,
04/18/2023,04/20/2023,THE HOME DEPOT 1918,Home,Sale,-29.07,
04/19/2023,04/20/2023,Amazon Tips*HV3TO81I2,Shopping,Sale,-7.00,
04/18/2023,04/20/2023,BUIKEMA S ACE HARDWARE #1,Home,Sale,-20.00,
04/18/2023,04/19/2023,Amazon.com*HV3826ZW2,Groceries,Sale,-150.59,
04/18/2023,04/18/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-209.45,
04/16/2023,04/17/2023,AMZN Mktp US*HJ3RU7WH1,Shopping,Sale,-99.10,
04/17/2023,04/17/2023,Amazon.com*HJ79E6RH2,Shopping,Sale,-64.64,
04/16/2023,04/17/2023,AMZN Mktp US*HV6002JM0,Shopping,Sale,-140.06,
04/15/2023,04/16/2023,Amazon.com*HJ3HM2DG2,Shopping,Sale,-12.83,
04/15/2023,04/16/2023,Amazon.com*HJ0W789C1,Shopping,Sale,-38.55,
04/13/2023,04/14/2023,Amazon Tips*HJ4RW1UY0,Shopping,Sale,-10.00,
04/13/2023,04/13/2023,Payment Thank You - Web,,Payment,12863.62,
04/12/2023,04/13/2023,AMZN Mktp US*HJ54F83H2,Shopping,Sale,-179.82,
04/12/2023,04/13/2023,Amazon.com*HJ9GJ81T1,Groceries,Sale,-177.79,
04/10/2023,04/12/2023,AMBASSADOR BRIDGE,Travel,Sale,-7.00,
04/11/2023,04/11/2023,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.36,
04/10/2023,04/11/2023,MARKET,Food & Drink,Sale,-12.25,
04/07/2023,04/11/2023,AMBASSADOR BRIDGE,Travel,Sale,-7.00,
04/06/2023,04/09/2023,LUCKY DOG DAYCARE AND BOA,Shopping,Sale,-120.00,
04/06/2023,04/07/2023,338138 KRISERS NAT PET,Shopping,Sale,-48.47,
04/05/2023,04/06/2023,KESAP CLEAN,Home,Sale,-185.00,
04/05/2023,04/06/2023,AMZN Mktp US*HS68G7FJ2,Shopping,Sale,-32.31,
04/05/2023,04/05/2023,AMZN Mktp US*HS04Z7BF0,Shopping,Sale,-134.69,
04/04/2023,04/05/2023,EOLA POINT ANIMAL HOSP.,Personal,Sale,-107.00,
04/04/2023,04/05/2023,AMZN Mktp US*HS1XP3X10,Shopping,Sale,-75.73,
04/04/2023,04/05/2023,Amazon.com*HY80S7I32,Shopping,Sale,-30.08,
04/03/2023,04/04/2023,AMZN Mktp US*HY0R46YP1,Shopping,Sale,-16.15,
04/03/2023,04/04/2023,Amazon Tips*HY44X8YN1,Shopping,Sale,-10.00,
04/04/2023,04/04/2023,Amazon.com*HY18A19P2,Shopping,Sale,-29.59,
04/02/2023,04/03/2023,Amazon.com*HS7EH4JJ0,Shopping,Sale,-17.32,
04/02/2023,04/03/2023,SUNDAY LAWN &amp; GARDEN,Professional Services,Sale,-326.85,
04/02/2023,04/03/2023,Amazon.com*HS4100N90,Groceries,Sale,-176.28,
04/03/2023,04/03/2023,AMZN Mktp US*HS5MT1AM0,Shopping,Sale,-47.28,
04/02/2023,04/03/2023,AMZN Mktp US*HS6E04J00,Shopping,Sale,-133.48,
04/02/2023,04/03/2023,AMZN Mktp US*HY0VW78H2,Shopping,Sale,-38.67,
04/02/2023,04/03/2023,AMZN Mktp US*HY4LY8961,Shopping,Sale,-20.46,
03/31/2023,04/02/2023,AMZN Mktp US*HY9WL0A52,Shopping,Sale,-9.06,
04/02/2023,04/02/2023,Prime Video *HY7P65KG1,Shopping,Sale,-5.99,
04/01/2023,04/02/2023,AMZN Mktp US*HY8877GV2,Shopping,Sale,-70.22,
03/30/2023,03/31/2023,Amazon.com*HY3V32M21,Shopping,Sale,-9.16,
03/31/2023,03/31/2023,Amazon.com*HY7M88TG2,Shopping,Sale,-30.53,
03/28/2023,03/30/2023,SP HATCH COLLECTION,Shopping,Return,171.34,
03/28/2023,03/29/2023,Amazon.com*HY93P24Q1,Shopping,Sale,-14.03,
03/28/2023,03/29/2023,Amazon.com*HY7C053J1,Shopping,Sale,-61.53,
03/27/2023,03/28/2023,Amazon.com*HY05S3ED0,Shopping,Sale,-42.94,
03/27/2023,03/28/2023,AMZN Mktp US*H74S65H52,Shopping,Sale,-12.92,
03/27/2023,03/27/2023,Payment Thank You - Web,,Payment,3000.00,
03/26/2023,03/27/2023,Amazon.com*H702S0PP2,Shopping,Sale,-21.48,
03/25/2023,03/27/2023,THE HOME DEPOT 1918,Home,Return,14.84,
03/25/2023,03/26/2023,AMZN Mktp US,Shopping,Return,14.00,
03/24/2023,03/26/2023,SP DLOUISE,Shopping,Sale,-114.00,
03/23/2023,03/24/2023,AMZN Mktp US*H79B98PW1,Shopping,Sale,-45.79,
03/23/2023,03/24/2023,Amazon.com*H79H110M1,Shopping,Sale,-22.07,
03/24/2023,03/24/2023,Prime Video*H70654FL2,Shopping,Sale,-9.99,
03/22/2023,03/24/2023,HOMEDEPOT.COM,Home,Sale,-14.84,
03/23/2023,03/24/2023,AMZN Mktp US*H77EH10E1,Shopping,Sale,-29.08,
03/24/2023,03/24/2023,Prime Video*H75BT4FQ2,Shopping,Sale,-10.99,
03/22/2023,03/23/2023,AMZN Mktp US*H71IM9JM1,Shopping,Sale,-10.76,
03/22/2023,03/23/2023,AMZN Mktp US*H70UY3Q50,Shopping,Sale,-20.46,
03/22/2023,03/22/2023,KESAP CLEAN,Home,Sale,-185.00,
03/22/2023,03/22/2023,AMZN Mktp US*HC2HB7DD2,Shopping,Sale,-42.00,
03/22/2023,03/22/2023,Prime Video*H73NR1V90,Shopping,Sale,-14.49,
03/22/2023,03/22/2023,AMZN Mktp US*H799334D1,Shopping,Sale,-17.19,
03/21/2023,03/22/2023,COURSRA9U10Q8BM3MOI2A,Education,Sale,-39.00,
03/21/2023,03/22/2023,SP IMMI RAMEN,Groceries,Sale,-43.99,
03/20/2023,03/21/2023,Amazon.com*HC0CX1MY2,Shopping,Sale,-10.79,
03/20/2023,03/21/2023,Amazon.com*HC8V537M1,Shopping,Sale,-18.87,
03/18/2023,03/20/2023,THE HOME DEPOT 1918,Home,Return,86.17,
03/18/2023,03/19/2023,Amazon.com*HC5TF4RR0,Shopping,Sale,-8.61,
03/17/2023,03/19/2023,AMZN Mktp US*HC7JZ2LS2,Shopping,Sale,-23.60,
03/18/2023,03/19/2023,AMZN Mktp US,Shopping,Return,150.84,
03/17/2023,03/19/2023,SP HATCH COLLECTION,Shopping,Sale,-187.82,
03/18/2023,03/19/2023,FLOOR AND DECOR 138,Home,Return,63.67,
03/17/2023,03/19/2023,AMZN Mktp US*HC0NU27S0,Shopping,Sale,-140.06,
03/17/2023,03/19/2023,AMZN Mktp US*HC8VO8K10,Shopping,Sale,-76.69,
03/17/2023,03/19/2023,Amazon.com*HC6JC1EA1,Shopping,Sale,-5.36,
03/17/2023,03/17/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-229.25,
03/16/2023,03/17/2023,Amazon.com*HC69Z38X0,Shopping,Sale,-538.72,
03/17/2023,03/17/2023,AMZN Mktp US*HC4FZ0311,Shopping,Sale,-31.80,
03/15/2023,03/17/2023,THE HOME DEPOT 1918,Home,Sale,-86.17,
03/16/2023,03/17/2023,AMZN Mktp US*HC6996LL1,Shopping,Sale,-150.84,
03/15/2023,03/16/2023,FLOOR AND DECOR 138,Home,Sale,-49.12,
03/15/2023,03/16/2023,FLOOR AND DECOR 138,Home,Return,83.58,
03/15/2023,03/15/2023,AUTOMATIC PAYMENT - THANK,,Payment,301.00,
03/12/2023,03/13/2023,FLOOR AND DECOR 218,Home,Sale,-497.29,
03/11/2023,03/12/2023,AMZN Mktp US*HG1PN0TU1,Shopping,Sale,-15.52,
03/12/2023,03/12/2023,Amazon.com*HG84649B0,Shopping,Sale,-112.05,
03/10/2023,03/10/2023,Amazon.com*H58FM7WZ2,Shopping,Sale,-23.66,
03/10/2023,03/10/2023,SP MAGNOLIA MARKET,Home,Sale,-892.85,
03/08/2023,03/09/2023,Amazon.com*H50HW7ST1,Shopping,Sale,-9.38,
03/08/2023,03/08/2023,KESAP CLEAN,Home,Sale,-185.00,
03/07/2023,03/08/2023,AMZN Mktp US*H51O53BC1,Shopping,Sale,-37.70,
03/06/2023,03/07/2023,AMZN Mktp US*H59D07EF2,Shopping,Sale,-23.26,
03/05/2023,03/07/2023,SIF CAR CARE LLC,Automotive,Sale,-14.00,
03/06/2023,03/07/2023,AMZN Mktp US*H54W11WM0,Shopping,Sale,-32.31,
03/06/2023,03/07/2023,Amazon Tips*H555W4EM2,Shopping,Sale,-7.00,
03/05/2023,03/06/2023,SHERWIN WILLIAMS 703119,Home,Sale,-175.79,
03/05/2023,03/06/2023,Amazon.com*H50EO6740,Groceries,Sale,-128.33,
03/05/2023,03/06/2023,AMZN Mktp US*H53KD07N0,Shopping,Sale,-36.62,
03/05/2023,03/05/2023,Prime Video *H52042L31,Shopping,Sale,-5.99,
03/04/2023,03/05/2023,AMZN Mktp US*H59920DZ0,Shopping,Sale,-25.20,
03/03/2023,03/05/2023,WCI*AURORA,Bills & Utilities,Sale,-185.00,
03/04/2023,03/05/2023,MICHAELS STORES 4809,Shopping,Sale,-38.22,
03/04/2023,03/05/2023,AMZN Mktp US*H54IP8FW1,Shopping,Sale,-42.60,
03/02/2023,03/03/2023,Amazon Prime*HD5T742I2,Bills & Utilities,Sale,-139.00,
03/01/2023,03/02/2023,Amazon Tips*HD9GE7Q21,Shopping,Sale,-5.00,
02/27/2023,03/01/2023,LOT A EPS,Travel,Sale,-210.00,
02/28/2023,03/01/2023,Amazon.com*H548T5FW0,Groceries,Sale,-413.26,
02/24/2023,02/26/2023,PM PEDS ILLINOIS-NAPERV,Health & Wellness,Sale,-160.00,
02/24/2023,02/26/2023,WINGS BEACHWEAR 329,Shopping,Sale,-5.35,
02/24/2023,02/26/2023,TST* JOHNNY LONGBOATS,Food & Drink,Sale,-119.72,
02/24/2023,02/24/2023,Prime Video*HP6SN7BG2,Shopping,Sale,-10.99,
02/24/2023,02/24/2023,Prime Video*HP4C73691,Shopping,Sale,-9.99,
02/22/2023,02/23/2023,KESAP CLEAN,Home,Sale,-185.00,
02/23/2023,02/23/2023,PANERA BREAD #600735 O,Food & Drink,Sale,-34.16,
02/22/2023,02/22/2023,Prime Video*HP6I980F1,Shopping,Sale,-15.99,
02/21/2023,02/21/2023,Amazon.com*HE5UV0D71,Shopping,Sale,-36.27,
02/19/2023,02/20/2023,rawsomepets.net,Shopping,Sale,-436.20,
02/19/2023,02/20/2023,Amazon Tips*HE9IZ4WN2,Shopping,Sale,-10.00,
02/18/2023,02/19/2023,AMZN Mktp US*HE8XF6212,Shopping,Sale,-28.00,
02/18/2023,02/19/2023,Amazon.com*HE4GV89Y1,Shopping,Sale,-29.60,
02/18/2023,02/19/2023,LYFT   *1 RIDE 02-16,Travel,Sale,-17.83,
02/18/2023,02/19/2023,Amazon.com*HE5FZ2792,Groceries,Sale,-293.54,
02/17/2023,02/19/2023,AMZN Mktp US*HP6UG71K0,Shopping,Sale,-29.08,
02/18/2023,02/19/2023,Amazon.com*HE1B127G2,Shopping,Sale,-39.40,
02/18/2023,02/19/2023,SP HATCH COLLECTION,Shopping,Sale,-187.82,
02/17/2023,02/17/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-194.03,
02/16/2023,02/17/2023,Amazon.com*HP3BB9TV0,Shopping,Sale,-215.49,
02/16/2023,02/17/2023,Amazon.com*HE2852MD2,Shopping,Sale,-22.77,
02/15/2023,02/15/2023,Payment Thank You - Web,,Payment,1000.00,
02/14/2023,02/15/2023,SP WEARLIVELY,Shopping,Sale,-56.26,
02/14/2023,02/15/2023,Amazon Tips*HE7IW0IF0,Shopping,Sale,-7.00,
02/13/2023,02/14/2023,Amazon.com*HE3O854K1,Groceries,Sale,-92.73,
02/14/2023,02/14/2023,AMZN Mktp US*HE7Q63FK2,Shopping,Sale,-22.17,
02/13/2023,02/13/2023,AMZN Mktp US*H91941R02,Shopping,Sale,-123.91,
02/10/2023,02/12/2023,AMZN Mktp US*HE2HX1EZ0,Shopping,Sale,-42.55,
02/11/2023,02/12/2023,Amazon.com*HE1JZ3VZ0,Shopping,Sale,-62.53,
02/10/2023,02/10/2023,Amazon.com*TR16T5QW3,Shopping,Sale,-61.14,
02/08/2023,02/09/2023,KESAP CLEAN,Home,Sale,-185.00,
02/07/2023,02/07/2023,Amazon Tips*5W3UO8063,Shopping,Sale,-5.00,
02/06/2023,02/07/2023,Amazon.com*741HT2QT3,Shopping,Sale,-16.16,
02/06/2023,02/07/2023,Amazon.com*UU9A72ZF3,Shopping,Sale,-10.04,
02/05/2023,02/06/2023,Amazon.com*W42S84FS3,Groceries,Sale,-84.37,
02/05/2023,02/06/2023,AMZN Mktp US*CP6IP94P3,Shopping,Sale,-32.31,
02/02/2023,02/05/2023,SPIRIT OF AMERICA NAPERVI,Automotive,Sale,-2.93,
01/31/2023,02/01/2023,SP BLANQI,Shopping,Sale,-50.58,
01/27/2023,01/27/2023,AMZN Mktp US*AQ7JU0093,Shopping,Sale,-14.00,
01/25/2023,01/26/2023,KESAP CLEAN,Home,Sale,-184.00,
01/25/2023,01/25/2023,Amazon.com*HB87Z6183,Shopping,Sale,-9.23,
01/24/2023,01/25/2023,Amazon Tips*XL1N333E3,Shopping,Sale,-7.00,
01/24/2023,01/25/2023,KESAP CLEAN,Home,Sale,-1.00,
01/24/2023,01/25/2023,AMZN Mktp US*P61X84RO3,Shopping,Sale,-10.71,
01/24/2023,01/24/2023,Prime Video*1N1LW97G3,Shopping,Sale,-9.99,
01/24/2023,01/24/2023,Prime Video*Q46293NO3,Shopping,Sale,-10.99,
01/23/2023,01/24/2023,Amazon.com*KA9WC3DS3,Groceries,Sale,-109.53,
01/23/2023,01/24/2023,AMZN Mktp US*4Y4UA1J93,Shopping,Sale,-94.55,
01/23/2023,01/24/2023,AMZN Mktp US*OY1D62OU3,Shopping,Sale,-36.58,
01/22/2023,01/23/2023,AMZN Mktp US*MB0I35WJ3,Shopping,Sale,-33.58,
01/21/2023,01/23/2023,FRY FAMILY YMCA,Health & Wellness,Sale,-20.00,
01/22/2023,01/23/2023,ACT*Dupage Forest,Entertainment,Sale,-50.00,
01/21/2023,01/22/2023,Amazon.com*2C57P1F63,Shopping,Sale,-17.27,
01/21/2023,01/22/2023,Amazon.com*BU4YY3NA3,Shopping,Sale,-21.54,
01/20/2023,01/22/2023,AMZN Mktp US*6T2GS7GE3,Shopping,Sale,-63.16,
01/22/2023,01/22/2023,Prime Video*EK2LY8DK3,Shopping,Sale,-15.99,
01/18/2023,01/19/2023,Amazon.com*PY8724W83,Shopping,Sale,-1938.42,
01/18/2023,01/19/2023,AMZN Mktp US*3V7XU6HY3,Shopping,Sale,-88.85,
01/18/2023,01/18/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-91.03,
01/16/2023,01/17/2023,Amazon Tips*J297L37F3,Shopping,Sale,-10.00,
01/15/2023,01/16/2023,Amazon.com*D17V75CG3,Groceries,Sale,-229.31,
01/13/2023,01/15/2023,Illinois State Lottery,Entertainment,Sale,-30.00,
01/11/2023,01/12/2023,Amazon Tips*WV6548703,Shopping,Sale,-7.00,
01/10/2023,01/11/2023,Amazon.com*OY8XS0D83,Groceries,Sale,-141.20,
01/09/2023,01/09/2023,AMZN Mktp US*DS77B9VF3,Shopping,Sale,-18.26,
01/06/2023,01/08/2023,AMZN Mktp US*LL3RS1J03,Shopping,Sale,-29.17,
01/07/2023,01/08/2023,AMZN Mktp US*A83D89213,Shopping,Sale,-11.84,
01/06/2023,01/08/2023,AMZN Mktp US*1B3CG1PF3,Shopping,Sale,-45.79,
01/05/2023,01/06/2023,THE HANOVER INSU   CE GRO,Bills & Utilities,Sale,-1519.00,
01/05/2023,01/06/2023,THE HANOVER INSU   CE GRO,Bills & Utilities,Sale,-2088.00,
01/05/2023,01/06/2023,AMZN Mktp US*YS74E0BO3,Shopping,Sale,-199.50,
01/04/2023,01/05/2023,Amazon Tips*V62DK3RE3,Shopping,Sale,-10.00,
01/04/2023,01/05/2023,Amazon.com*BV0289Q13,Shopping,Sale,-61.36,
01/03/2023,01/04/2023,Amazon.com*8H2DC0JD3,Groceries,Sale,-220.10,
12/29/2022,12/29/2022,Payment Thank You-Mobile,,Payment,500.00,
12/17/2022,12/18/2022,Amazon.com,Shopping,Return,16.29,
12/16/2022,12/18/2022,Amazon.com*1Z7FR4LY3,Shopping,Sale,-14.80,
12/17/2022,12/18/2022,AMZN Mktp US,Shopping,Return,26.56,
12/17/2022,12/18/2022,AMZN Mktp US,Shopping,Return,12.92,
12/17/2022,12/18/2022,Amazon.com*6B3QZ25M3,Shopping,Sale,-31.65,
12/17/2022,12/18/2022,AMZN Mktp US,Shopping,Return,16.01,
12/16/2022,12/18/2022,AMZ*Hulu LLC,Bills & Utilities,Return,7.99,
12/17/2022,12/18/2022,Amazon.com,Shopping,Return,16.44,
12/15/2022,12/16/2022,Payment Thank You - Web,,Payment,693.75,
12/15/2022,12/16/2022,LATE FEE REVERSAL,Fees & Adjustments,Refund,29.00,
12/15/2022,12/16/2022,AMZN Mktp US*6M2XT4C03,Shopping,Sale,-8.07,
12/16/2022,12/16/2022,AMZN Mktp US*WA5FU0XT3,Shopping,Sale,-157.32,
12/15/2022,12/16/2022,AMZN Mktp US*YQ1UL6KR3,Shopping,Sale,-16.15,
12/15/2022,12/15/2022,LATE FEE,Fees & Adjustments,Fee,-29.00,
12/13/2022,12/14/2022,AMZN Mktp US*MY1UV23G3,Shopping,Sale,-12.92,
12/14/2022,12/14/2022,Amazon.com*FR7W82KX3,Shopping,Sale,-27.67,
12/12/2022,12/13/2022,Amazon.com*OR91J9293,Shopping,Sale,-28.00,
12/12/2022,12/13/2022,Amazon.com*BK93C95T3,Shopping,Sale,-11.30,
12/12/2022,12/13/2022,AMZN Mktp US*GU3N77JC3,Shopping,Sale,-60.82,
12/13/2022,12/13/2022,Amazon.com*CB87K7TL3,Shopping,Sale,-8.54,
12/12/2022,12/13/2022,AMZN Mktp US*Q51O194K3,Shopping,Sale,-21.52,
12/13/2022,12/13/2022,Amazon.com*KB43K3Y33,Shopping,Sale,-9.36,
12/13/2022,12/13/2022,Amazon.com*GO73A7OY3,Shopping,Sale,-75.41,
12/11/2022,12/12/2022,Amazon.com*0D96J27E3,Shopping,Sale,-16.44,
12/12/2022,12/12/2022,Amazon.com*KT40L81V3,Shopping,Sale,-4.73,
12/12/2022,12/12/2022,Amazon.com*QE41K9GH3,Shopping,Sale,-69.45,
12/11/2022,12/12/2022,AMZN Mktp US*7Y5II1L83,Shopping,Sale,-46.68,
12/12/2022,12/12/2022,AMZN Mktp US*RF62V6SM3,Shopping,Sale,-58.19,
12/10/2022,12/11/2022,AMZN Mktp US*PV25F2F43,Shopping,Sale,-26.56,
12/10/2022,12/11/2022,AMZN Mktp US*A21IC4I93,Shopping,Sale,-10.06,
12/10/2022,12/11/2022,AMZN Mktp US*6964O2G93,Shopping,Sale,-82.74,
12/10/2022,12/11/2022,AMZN Mktp US*S09ZO0MH3,Shopping,Sale,-32.31,
12/10/2022,12/11/2022,Amazon.com*XK1W37BJ3,Shopping,Sale,-53.07,
12/10/2022,12/11/2022,Amazon.com*RQ0EF0QH3,Shopping,Sale,-32.58,
12/10/2022,12/11/2022,TACKLEDIRECT,Shopping,Sale,-31.47,
12/10/2022,12/11/2022,AMZN Mktp US*YR0QX85F3,Shopping,Sale,-43.01,
12/10/2022,12/11/2022,AMZN Mktp US*H68531QO1,Shopping,Sale,-63.42,
12/08/2022,12/09/2022,Amazon.com*UO56P2YV3,Shopping,Sale,-31.93,
12/08/2022,12/09/2022,Amazon.com*TJ1CN0L13,Shopping,Sale,-74.18,
12/09/2022,12/09/2022,AMZ*Hulu LLC,Bills & Utilities,Sale,-7.99,
12/09/2022,12/09/2022,Amazon.com*ZP2YR6WG3,Shopping,Sale,-16.22,
12/09/2022,12/09/2022,Amazon.com*7R2374YG3,Shopping,Sale,-23.68,
12/07/2022,12/08/2022,Amazon Tips*W56BF7VV3,Shopping,Sale,-8.00,
12/06/2022,12/07/2022,Amazon.com*PL68I3EG3,Groceries,Sale,-317.05,
12/05/2022,12/06/2022,Amazon.com*832AA8HH3,Shopping,Sale,-62.53,
12/04/2022,12/05/2022,Amazon.com*QN6XS8LM3,Shopping,Sale,-17.59,
12/02/2022,12/04/2022,Amazon.com,Shopping,Return,34.50,
12/03/2022,12/04/2022,AMZN Mktp US*SH77T8H93,Shopping,Sale,-16.01,
12/02/2022,12/04/2022,AMZN Mktp US*C27CU6BU3,Shopping,Sale,-26.48,
12/03/2022,12/04/2022,AMZN Mktp US*AV6B39GG3,Shopping,Sale,-33.40,
12/03/2022,12/04/2022,AMZN Mktp US*0S6SR1UR3,Shopping,Sale,-40.29,
12/01/2022,12/02/2022,AMZN Mktp US*SK4076W63,Shopping,Sale,-21.23,
12/01/2022,12/02/2022,AMZN Mktp US,Shopping,Return,107.74,
12/01/2022,12/02/2022,Amazon.com*774281JR3,Shopping,Sale,-10.71,
12/01/2022,12/02/2022,Amazon.com*HK9H94SU3,Shopping,Sale,-33.39,
