"Date","Transaction","Name","Memo","Amount"
"2024-05-20","DEBIT","AMAZON RET* 112-799239 WWW.AMAZON.CO WA","24011344139000017607436; 05331; ; ; ;","-11.16"
"2024-05-20","DEBIT","KRISERS NAPERVILLE     NAPERVILLE    IL","24017944139400283000012; 05995; ; ; ;","-82.22"
"2024-05-20","DEBIT","Amazon.com*M18YR9ID3   Amzn.com/bill WA","24692164139108904228519; 05942; ; ; ;","-13.09"
"2024-05-21","DEBIT","AMAZON.COM*K43530HS3   SEATTLE       WA","24431064141083706820934; 05942; ; ; ;","-44.53"
"2024-05-21","DEBIT","AMZN Mktp US*DA49T8CP3 Amzn.com/bill WA","24692164141100936916381; 05942; ; ; ;","-4.95"
"2024-05-21","DEBIT","AMZN Mktp US*256GD08N3 Amzn.com/bill WA","24692164141101018174352; 05942; ; ; ;","-12.92"
"2024-05-21","DEBIT","AMZN Mktp US*P513H8SL3 Amzn.com/bill WA","24692164141101013334274; 05942; ; ; ;","-45.79"
"2024-05-21","DEBIT","AMZN Mktp US*185XP3743 Amzn.com/bill WA","24692164142101308432337; 05942; ; ; ;","-43.63"
"2024-05-22","DEBIT","AMZN Mktp US*T47G71593 Amzn.com/bill WA","24692164142101578422810; 05942; ; ; ;","-55.27"
"2024-05-23","DEBIT","AMZN Mktp US*Q22VY9HW3 Amzn.com/bill WA","24692164143102276915591; 05942; ; ; ;","-16.15"
"2024-05-28","DEBIT","AMAZON RET* 114-667954 WWW.AMAZON.CO WA","24011344149000010852854; 05331; ; ; ;","-70.72"
"2024-05-28","DEBIT","AMZN Mktp US*2I2LM4863 Amzn.com/bill WA","24692164147102658388223; 05942; ; ; ;","-47.08"
"2024-05-28","DEBIT","AMZN Mktp US*J75PN1X63 Amzn.com/bill WA","24692164147102755560773; 05942; ; ; ;","-46.32"
"2024-05-28","DEBIT","COSTCO WHSE#1443       NAPERVILLE    IL","24943004148898000051591; 05300; ; ; ;","-393.61"
"2024-05-28","DEBIT","AMZN Mktp US*LN0KM8TL3 Amzn.com/bill WA","24692164146102258421490; 05942; ; ; ;","-8.61"
"2024-05-28","DEBIT","EVERWASH 215-618-8808  HTTPSEVERWASH PA","24011344145000078368284; 05734; ; ; ;","-35.00"
"2024-05-28","DEBIT","AMZN Mktp US*QF8QD6KU3 Amzn.com/bill WA","24692164145101597567774; 05942; ; ; ;","-81.77"
"2024-05-29","DEBIT","AMZN Mktp US*6I0VX4693 Amzn.com/bill WA","24692164149104199802587; 05942; ; ; ;","-37.80"
"2024-05-29","DEBIT","AMZN Mktp US*MN2Q43RB3 Amzn.com/bill WA","24692164149104605310704; 05942; ; ; ;","-47.08"
"2024-05-29","DEBIT","AMZN Mktp US*TI3CG2OZ3 Amzn.com/bill WA","24692164150104902644892; 05942; ; ; ;","-57.95"
"2024-05-30","DEBIT","AMAZON.COM*4J3S81B93   SEATTLE       WA","24431064150083749259965; 05942; ; ; ;","-10.97"
"2024-05-30","DEBIT","AMZN Mktp US*JW5EY2VX3 Amzn.com/bill WA","24692164150105289010698; 05942; ; ; ;","-32.31"
"2024-05-30","DEBIT","BARBER HAUS            SHOPS.GETSQUI NY","24492164150000028031026; 07230; ; ; ;","-87.50"
"2024-05-30","DEBIT","AMAZON RET* 112-595854 WWW.AMAZON.CO WA","24011344150000058576528; 05331; ; ; ;","-14.00"
"2024-05-30","DEBIT","AMZN Mktp US*DA23U21V3 Amzn.com/bill WA","24692164150105486202924; 05942; ; ; ;","-33.38"
"2024-05-30","DEBIT","AMAZON.COM*J81IJ32N3   SEATTLE       WA","24431064151083347467480; 05942; ; ; ;","-9.69"
"2024-05-30","DEBIT","COSTCO WHSE#1443       NAPERVILLE    IL","24943004151898000066007; 05300; ; ; ;","-212.02"
"2024-05-30","DEBIT","BINNYS BEVERAGE DEPOT  NILES         IL","24717054151731514910486; 05921; ; ; ;","-32.31"
"2024-05-30","DEBIT","BINNYS BEVERAGE DEPOT  NILES         IL","24717054151731514907573; 05921; ; ; ;","-72.90"
"2024-05-31","DEBIT","TST* SPARROW COFFEE NA Naperville    IL","24692164151106065789066; 05812; ; ; ;","-19.84"
"2024-05-31","DEBIT","AMAZON.COM*8J8JP9PX3   SEATTLE       WA","24431064151083356433746; 05942; ; ; ;","-18.28"
"2024-05-31","DEBIT","AMAZON.COM*NU4AC14Q3   SEATTLE       WA","24431064151083733203465; 05942; ; ; ;","-19.92"
"2024-05-31","DEBIT","THE CLEANING AUTHORITY 847-302-3909  IL","24269794151300706582397; 07349; ; ; ;","-229.00"
"2024-05-31","CREDIT","AMZN Mktp US           Amzn.com/bill WA","74692164151106127447872; 05942; ; ; ;","47.08"
"2024-06-03","DEBIT","URBAN AIR ADVENTURE PA 817-778-0339  TX","24765014153207127551481; 07996; ; ; ;","-39.32"
"2024-06-03","DEBIT","FSP*BOUNCE HOUSES R US 630-903-6800  IL","24445004153300461257689; 07999; ; ; ;","-428.55"
"2024-06-03","DEBIT","LUCKY DOG DAYCARE AND  630-969-3647  IL","24251384152030054877482; 05995; ; ; ;","-123.60"
"2024-06-04","DEBIT","AMZ*Protea Nutrition   pay.amazon.co SD","24692164155109830081898; 05499; ; ; ;","-57.30"
"2024-06-05","CREDIT","PAYMENT   THANK YOU","WEB AUTOMTC; ; ; ; ;","123.00"
"2024-06-05","DEBIT","Amazon.com*EZ05L1PQ3   Amzn.com/bill WA","24692164156100448192440; 05942; ; ; ;","-18.05"
"2024-06-05","DEBIT","AMZN Mktp US*NG03S4B13 Amzn.com/bill WA","24692164156100523539283; 05942; ; ; ;","-57.99"
"2024-06-06","DEBIT","AMZN Mktp US*K46CQ8XQ3 Amzn.com/bill WA","24692164158101785726301; 05942; ; ; ;","-40.65"
"2024-06-07","DEBIT","AMZN Mktp US*6J4092TV3 Amzn.com/bill WA","24692164158102216175100; 05942; ; ; ;","-47.08"
"2024-06-07","DEBIT","THE CLEANING AUTHORITY 847-302-3909  IL","24269794158300697092334; 07349; ; ; ;","-229.00"
"2024-06-07","DEBIT","KRISERS NAPERVILLE     NAPERVILLE    IL","24017944159001353460048; 05995; ; ; ;","-101.26"
"2024-06-10","DEBIT","TARGET        00019034 WARRENVILLE   IL","24164074161091008566052; 05411; ; ; ;","-133.72"
"2024-06-10","DEBIT","AMZN Mktp US*J807M68H3 Amzn.com/bill WA","24692164161104976084352; 05942; ; ; ;","-74.73"
"2024-06-10","DEBIT","AMZN Mktp US*8C3TA2YA3 Amzn.com/bill WA","24692164160103786611645; 05942; ; ; ;","-26.93"
"2024-06-10","DEBIT","COSTCO WHSE#1443       NAPERVILLE    IL","24943004161898000049456; 05300; ; ; ;","-283.55"
"2024-06-10","DEBIT","AMZN Mktp US*QG9198EQ3 Amzn.com/bill WA","24692164161104368297570; 05942; ; ; ;","-19.38"
"2024-06-10","DEBIT","Amazon.com*7V72Y0233   Amzn.com/bill WA","24692164161104367248137; 05942; ; ; ;","-32.33"
"2024-06-10","DEBIT","Amazon.com*068DE9RS3   Amzn.com/bill WA","24692164161104365909656; 05942; ; ; ;","-22.63"
"2024-06-10","DEBIT","AMZN Mktp US*RD8OC1F71 Amzn.com/bill WA","24692164159102730444338; 05942; ; ; ;","-34.48"
"2024-06-10","DEBIT","AMZN Mktp US*VR8MY93T3 Amzn.com/bill WA","24692164159102920136157; 05942; ; ; ;","-40.95"
"2024-06-11","DEBIT","AMAZON.COM*7C13H8QH3   SEATTLE       WA","24431064162083318378515; 05942; ; ; ;","-60.28"
