,Transaction Date,Post Date,Description,Category,Type,Amount,Memo
299,08/08/2022,08/10/2022,DUPAGE MEDICAL GROUP,Health & Wellness,Sale,-285.31,
300,08/08/2022,08/09/2022,Roku for Showtime Digital,Bills & Utilities,Sale,-10.99,
301,08/04/2022,08/04/2022,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.23,
302,08/03/2022,08/04/2022,Amazon.ca Prime Member,Bills & Utilities,Sale,-7.79,
303,07/30/2022,07/31/2022,COMCAST CHICAGO,Bills & Utilities,Sale,-70.0,
304,07/29/2022,07/29/2022,DollarShaveClubUS,Bills & Utilities,Sale,-12.93,
305,07/27/2022,07/28/2022,PAYPAL *KESAP CLEAN,Home,Sale,-185.0,
306,07/26/2022,07/26/2022,COOPERSHAWK,Food & Drink,Sale,-41.99,
307,07/20/2022,07/21/2022,BROWN BAG SEAFOOD,Food & Drink,Sale,-103.42,
308,07/16/2022,07/18/2022,BROWN BAG SEAFOOD,Food & Drink,Sale,-63.22,
309,07/14/2022,07/15/2022,GOOGLE *GOWOD,Shopping,Sale,-12.98,
310,07/14/2022,07/15/2022,UBER TRIP,Travel,Sale,-39.55,
311,07/14/2022,07/15/2022,UBER TRIP,Travel,Sale,-39.55,
312,07/14/2022,07/15/2022,UBER TRIP,Travel,Sale,-1.0,
313,07/14/2022,07/15/2022,UBER TRIP,Travel,Sale,-8.96,
314,07/14/2022,07/15/2022,UBER TRIP,Travel,Sale,-1.0,
315,07/13/2022,07/14/2022,PAYPAL *KESAP CLEAN,Home,Sale,-185.0,
316,07/13/2022,07/13/2022,Payment Thank You - Web,,Payment,5640.42,
317,07/11/2022,07/12/2022,CITY OF NAPERVILLE,Bills & Utilities,Sale,-224.41,
318,07/08/2022,07/10/2022,Roku for Showtime Digital,Bills & Utilities,Sale,-10.99,
319,07/05/2022,07/06/2022,STAX *AKITA SECURIT,Professional Services,Sale,-45.39,
320,07/03/2022,07/05/2022,IL TOLLWAY-AUTOREPLENISH,Travel,Sale,-20.0,
321,07/04/2022,07/04/2022,FOREIGN TRANSACTION FEE,Fees & Adjustments,Fee,-0.23,
322,07/03/2022,07/04/2022,Amazon.ca Prime Member,Bills & Utilities,Sale,-7.77,
323,07/01/2022,07/03/2022,BROWN BAG SEAFOOD,Food & Drink,Sale,-59.81,
324,06/30/2022,07/01/2022,rawsomepets.net,Shopping,Sale,-342.88,
325,06/30/2022,07/01/2022,NAPERVILLE MULCH SALES,Home,Sale,-371.67,
326,06/30/2022,06/30/2022,COMCAST CHICAGO,Bills & Utilities,Sale,-70.0,
327,06/29/2022,06/30/2022,PAYPAL *KESAP CLEAN,Home,Sale,-185.0,
328,06/29/2022,06/29/2022,DollarShaveClubUS,Bills & Utilities,Sale,-12.93,
329,06/27/2022,06/28/2022,EXPRESS#,Shopping,Return,36.28,
330,06/28/2022,06/28/2022,COOPERSHAWK,Food & Drink,Sale,-41.99,
331,06/23/2022,06/26/2022,BYTE,Health & Wellness,Return,89.37,
332,06/23/2022,06/24/2022,SP BYTE SHOP,Health & Wellness,Return,16.1,
333,06/22/2022,06/23/2022,STAX *AKITA SECURIT,Professional Services,Sale,-45.39,
334,06/20/2022,06/22/2022,MENARDS NAPERVILLE IL,Home,Sale,-164.91,
335,06/15/2022,06/16/2022,PAYPAL *KESAP CLEAN,Home,Sale,-185.0,
336,06/15/2022,06/16/2022,ILSOS INT VEH RENEWAL,Bills & Utilities,Sale,-154.4,
337,06/15/2022,06/16/2022,BROWN BAG SEAFOOD,Food & Drink,Sale,-55.23,
338,06/13/2022,06/15/2022,BYTE,Health & Wellness,Sale,-89.37,
339,06/13/2022,06/13/2022,Payment Thank You - Web,,Payment,972.57,
340,06/11/2022,06/12/2022,CITY OF NAPERVILLE,Bills & Utilities,Sale,-176.51,
341,06/11/2022,06/12/2022,EXPRESS.COM,Shopping,Sale,-36.28,
