Transaction Date,Post Date,Description,Category,Type,Amount,Memo
08/08/2023,08/08/2023,AUTOMATIC PAYMENT - THANK,,Payment,263.23,
08/06/2023,08/07/2023,USPS PO 1654840540,Shopping,Sale,-75.24,
08/06/2023,08/07/2023,LinkedIn Pre 8560537406,Bills & Utilities,Sale,-69.99,
08/04/2023,08/06/2023,CASEYS FOODS,Groceries,Sale,-50.06,
08/02/2023,08/04/2023,STARBUCKS STORE 60979,Food & Drink,Sale,-6.71,
08/03/2023,08/04/2023,DD DOORDASH CHICK-FIL,Food & Drink,Sale,-70.57,
08/02/2023,08/04/2023,PP*FIENES BAKERY,Food & Drink,Sale,-17.29,
08/03/2023,08/04/2023,RITUAL (RITUAL.COM),Groceries,Sale,-39.68,
08/01/2023,08/03/2023,CASEYS #6526,Gas,Sale,-70.96,
08/02/2023,08/02/2023,DD DOORDASH NAFNAFGRI,Food & Drink,Sale,-74.60,
07/31/2023,08/01/2023,WALGREENS #3405,Health & Wellness,Sale,-4.41,
07/31/2023,08/01/2023,DD DOORDASH JEWEL-OSC,Food & Drink,Sale,-30.64,
07/30/2023,07/31/2023,TST* Empire Burger,Food & Drink,Sale,-46.00,
07/28/2023,07/30/2023,SEPHORA NAPERVILLE,Shopping,Sale,-166.47,
07/28/2023,07/30/2023,MCDONALD'S F16661,Food & Drink,Sale,-6.60,
07/28/2023,07/30/2023,GLO NAIL LOUNGE,Personal,Sale,-75.00,
07/25/2023,07/26/2023,METAPAY BeTheMatch,Gifts & Donations,Sale,-50.00,
07/23/2023,07/25/2023,DAIRY QUEEN #15199,Food & Drink,Sale,-20.05,
07/19/2023,07/20/2023,CASEYS FOODS,Groceries,Sale,-36.03,
07/13/2023,07/16/2023,DUPAGE MEDICAL GROUP,Health & Wellness,Sale,-200.00,
07/11/2023,07/12/2023,GLO NAIL LOUNGE,Personal,Sale,-65.00,
07/11/2023,07/11/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-37.37,
07/07/2023,07/09/2023,MICHAEL GRAHAM SALON &amp; SP,Health & Wellness,Sale,-112.50,
07/07/2023,07/07/2023,AUTOMATIC PAYMENT - THANK,,Payment,262.23,
07/05/2023,07/06/2023,DD DOORDASH ROCKBOTTO,Food & Drink,Sale,-71.65,
07/04/2023,07/06/2023,ONROUTE #01163,Gas,Sale,-29.52,
07/04/2023,07/05/2023,RITUAL (RITUAL.COM),Groceries,Sale,-39.68,
07/01/2023,07/02/2023,ANNUAL MEMBERSHIP FEE,Fees & Adjustments,Fee,-95.00,
06/29/2023,07/02/2023,GIANT TIGER #63,Groceries,Sale,-27.59,
06/28/2023,06/29/2023,PELOTON* MEMBERSHIP,Shopping,Sale,-12.99,
06/28/2023,06/29/2023,DD DOORDASH PANERABRE,Food & Drink,Sale,-145.48,
06/27/2023,06/28/2023,KRISERS NAPERVILLE,Shopping,Sale,-96.93,
06/26/2023,06/27/2023,DD DOORDASH COOKIESDR,Food & Drink,Sale,-41.29,
06/24/2023,06/25/2023,DD DOORDASH BENJERRYS,Food & Drink,Sale,-19.32,
06/23/2023,06/25/2023,DD DOORDASH COVOGREEK,Food & Drink,Sale,-132.03,
06/22/2023,06/22/2023,DD DOORDASH NAFNAFGRI,Food & Drink,Sale,-40.70,
06/16/2023,06/18/2023,GLO NAIL LOUNGE,Personal,Sale,-55.00,
06/16/2023,06/18/2023,MICHAEL GRAHAM SALON &amp; SP,Health & Wellness,Sale,-48.00,
06/16/2023,06/18/2023,DD DOORDASH THAIORCHI,Food & Drink,Sale,-57.93,
06/12/2023,06/13/2023,DOORDASH*VIP THAI CUIS,Food & Drink,Sale,-45.10,
06/12/2023,06/12/2023,DD DOORDASH FIVEGUYSB,Food & Drink,Sale,-68.47,
06/12/2023,06/12/2023,DD DOORDASH JEWEL-OSC,Food & Drink,Sale,-17.80,
06/11/2023,06/11/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-47.68,
06/10/2023,06/11/2023,TST* Blackberry Market -,Food & Drink,Sale,-1.97,
06/09/2023,06/11/2023,DD DOORDASH LAZYDOG,Food & Drink,Sale,-65.42,
06/09/2023,06/11/2023,DD DOORDASH LAZYDOG,Food & Drink,Sale,-12.02,
06/09/2023,06/09/2023,Payment Thank You - Web,,Payment,1637.29,
06/08/2023,06/08/2023,AUTOMATIC PAYMENT - THANK,,Payment,293.23,
06/04/2023,06/05/2023,RITUAL (RITUAL.COM),Groceries,Sale,-39.29,
06/02/2023,06/04/2023,DD DOORDASH JEWEL-OSC,Food & Drink,Sale,-6.58,
06/02/2023,06/04/2023,DD DOORDASH JEWEL-OSC,Food & Drink,Sale,-38.32,
06/01/2023,06/02/2023,LOFT 1332 MAIN ST PROMEN,Shopping,Return,18.59,
06/01/2023,06/02/2023,TST* 3500 LACEY - CAFE,Food & Drink,Sale,-6.84,
05/31/2023,06/01/2023,TST* Blackberry Market -,Food & Drink,Sale,-15.33,
05/31/2023,06/01/2023,DD DOORDASH SWEETGREE,Food & Drink,Sale,-64.52,
05/30/2023,05/31/2023,GLO NAIL LOUNGE,Personal,Sale,-145.00,
05/28/2023,05/29/2023,PELOTON* MEMBERSHIP,Shopping,Sale,-12.99,
05/24/2023,05/26/2023,SHELL OIL 57444172605,Gas,Sale,-59.92,
05/25/2023,05/25/2023,DD DOORDASH SWEETGREE,Food & Drink,Sale,-29.35,
05/23/2023,05/24/2023,CASEYS FOODS,Groceries,Sale,-10.76,
05/19/2023,05/21/2023,GLO NAIL LOUNGE,Personal,Sale,-65.00,
05/20/2023,05/21/2023,DD DOORDASH LAZYDOG,Food & Drink,Sale,-82.45,
05/19/2023,05/21/2023,KIDSNIPS,Personal,Sale,-52.02,
05/19/2023,05/21/2023,THE GROWING PLACE   NAPER,Home,Sale,-229.53,
05/18/2023,05/19/2023,SQ *MOLLY'S CUPCAKES,Food & Drink,Sale,-56.64,
05/15/2023,05/16/2023,DD DOORDASH DASHMART,Food & Drink,Sale,-12.86,
05/14/2023,05/15/2023,DD DOORDASH SWEETGREE,Food & Drink,Sale,-75.19,
05/14/2023,05/15/2023,TARGET        00008383,Shopping,Sale,-71.26,
05/14/2023,05/15/2023,TST* Blackberry Market -,Food & Drink,Sale,-30.07,
05/12/2023,05/14/2023,DD DOORDASH THEPORTOF,Food & Drink,Sale,-102.19,
05/11/2023,05/11/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-74.86,
05/11/2023,05/11/2023,Payment Thank You - Web,,Payment,3200.69,
05/10/2023,05/10/2023,MED*ABC PEDIATRICS LTD,Health & Wellness,Sale,-100.36,
05/08/2023,05/09/2023,DD DOORDASH DASHMART,Food & Drink,Sale,-30.34,
05/08/2023,05/08/2023,AUTOMATIC PAYMENT - THANK,,Payment,307.23,
05/05/2023,05/07/2023,THE HOME DEPOT 1918,Home,Sale,-17.16,
05/05/2023,05/07/2023,THE HOME DEPOT 1918,Home,Sale,-7.00,
05/06/2023,05/07/2023,MICHELLE MARIE FIT,Personal,Sale,-54.00,
05/05/2023,05/07/2023,THE HOME DEPOT 1918,Home,Return,36.00,
05/06/2023,05/07/2023,DD DOORDASH NAFNAFGRI,Food & Drink,Sale,-56.44,
05/06/2023,05/07/2023,DD DOORDASH JIMMYJOHN,Food & Drink,Sale,-29.60,
05/05/2023,05/07/2023,RITUAL (RITUAL.COM),Groceries,Sale,-39.29,
05/05/2023,05/07/2023,SHERWIN WILLIAMS 703119,Home,Sale,-39.82,
05/04/2023,05/05/2023,MICHAEL GRAHAM SALON &amp; SP,Health & Wellness,Sale,-118.00,
05/03/2023,05/05/2023,THE HOME DEPOT #1918,Home,Sale,-50.00,
05/03/2023,05/05/2023,THE HOME DEPOT #1918,Home,Sale,-75.00,
05/02/2023,05/03/2023,GLO NAIL LOUNGE,Personal,Sale,-75.00,
05/01/2023,05/02/2023,DD DOORDASH PANERABRE,Food & Drink,Sale,-78.39,
04/30/2023,05/01/2023,DOORDASH*CRUMBL COOKIE,Food & Drink,Sale,-33.78,
04/28/2023,04/30/2023,GLO NAIL LOUNGE,Personal,Sale,-65.00,
04/29/2023,04/30/2023,DD DOORDASH FIVEGUYSB,Food & Drink,Sale,-70.12,
04/28/2023,04/30/2023,DD DOORDASH SWEETGREE,Food & Drink,Sale,-23.40,
04/28/2023,04/30/2023,PELOTON* MEMBERSHIP,Shopping,Sale,-12.99,
04/27/2023,04/28/2023,DD DOORDASH DASHMART,Food & Drink,Sale,-19.78,
04/23/2023,04/24/2023,DD DOORDASH JEWEL-OSC,Food & Drink,Sale,-24.22,
04/23/2023,04/24/2023,DD DOORDASH BILLYBRIC,Food & Drink,Sale,-80.08,
04/23/2023,04/24/2023,DD DOORDASH BENJERRYS,Food & Drink,Sale,-30.10,
04/22/2023,04/23/2023,ANNTAYLOR LOFT.COM #61,Shopping,Sale,-191.02,
04/20/2023,04/21/2023,European Wax Center,Health & Wellness,Sale,-78.40,
04/18/2023,04/20/2023,OSWALDS PHARMACY,Health & Wellness,Sale,-0.63,
04/19/2023,04/20/2023,DD DOORDASH JIMMYJOHN,Food & Drink,Sale,-33.83,
04/17/2023,04/19/2023,STARBUCKS STORE 58391,Food & Drink,Sale,-10.84,
04/16/2023,04/17/2023,DD DOORDASH BENJERRYS,Food & Drink,Sale,-40.86,
04/16/2023,04/17/2023,DD DOORDASH JEWEL-OSC,Food & Drink,Sale,-18.85,
04/15/2023,04/16/2023,DD DOORDASH AURELIOSP,Food & Drink,Sale,-74.33,
04/13/2023,04/14/2023,DD DOORDASH BENJERRYS,Food & Drink,Sale,-30.10,
04/13/2023,04/14/2023,DD DOORDASH POKEBROS,Food & Drink,Sale,-27.14,
04/11/2023,04/12/2023,DD DOORDASH CHICK-FIL,Food & Drink,Sale,-37.15,
04/11/2023,04/11/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-73.02,
04/07/2023,04/09/2023,DD DOORDASH PANERABRE,Food & Drink,Sale,-53.53,
04/07/2023,04/09/2023,ANNTAYLOR LOFT.COM #61,Shopping,Sale,-47.70,
04/06/2023,04/07/2023,TEN FRIENDS BLOW DRY AND,Health & Wellness,Sale,-66.00,
04/06/2023,04/07/2023,CASEYS FOODS,Groceries,Sale,-46.51,
04/06/2023,04/07/2023,DD DOORDASH JIMMYJOHN,Food & Drink,Sale,-20.74,
04/06/2023,04/06/2023,Payment Thank You - Web,,Payment,4814.77,
04/05/2023,04/06/2023,RITUAL (RITUAL.COM),Groceries,Sale,-39.29,
04/01/2023,04/03/2023,EVEREVE - 11,Shopping,Sale,-94.82,
04/02/2023,04/03/2023,GLO NAIL LOUNGE,Personal,Sale,-140.00,
03/30/2023,04/02/2023,DUPAGE MEDICAL GROUP,Health & Wellness,Sale,-235.86,
04/01/2023,04/02/2023,LOFT 1332 MAIN ST PROMEN,Shopping,Sale,-186.57,
04/01/2023,04/02/2023,DD DOORDASH LAZYDOG,Food & Drink,Sale,-107.71,
03/31/2023,04/02/2023,KIDSNIPS,Personal,Sale,-27.00,
03/30/2023,03/31/2023,DD DOORDASH JIMMYJOHN,Food & Drink,Sale,-19.44,
03/28/2023,03/29/2023,PELOTON* MEMBERSHIP,Shopping,Sale,-12.99,
03/23/2023,03/26/2023,HOMEDEPOT.COM,Home,Sale,-188.51,
03/24/2023,03/26/2023,DD DOORDASH DASHMART,Food & Drink,Sale,-28.48,
03/24/2023,03/26/2023,SEPHORA.COM,Shopping,Sale,-251.81,
03/23/2023,03/24/2023,The NOW Massage,Health & Wellness,Sale,-200.00,
03/21/2023,03/23/2023,OFFICE DEPOT #251,Shopping,Sale,-14.00,
03/22/2023,03/23/2023,TST* NOTHING BUNDT CAKES,Food & Drink,Sale,-41.51,
03/22/2023,03/23/2023,DD DOORDASH DASHMART,Food & Drink,Sale,-19.59,
03/21/2023,03/22/2023,LABCORP8008456167,Health & Wellness,Sale,-48.31,
03/19/2023,03/20/2023,DD DOORDASH EVERDINES,Food & Drink,Sale,-71.69,
03/18/2023,03/19/2023,DD DOORDASH LITTLECAE,Food & Drink,Sale,-23.94,
03/17/2023,03/19/2023,MICHAEL GRAHAM SALON &amp; SP,Health & Wellness,Sale,-310.00,
03/18/2023,03/19/2023,DD DOORDASH ROCKBOTTO,Food & Drink,Sale,-88.20,
03/17/2023,03/19/2023,DD DOORDASH POKEBROS,Food & Drink,Sale,-49.49,
03/16/2023,03/17/2023,DD DOORDASH NICKSREDH,Food & Drink,Sale,-73.16,
03/16/2023,03/16/2023,DD DOORDASH ELLIESDEL,Food & Drink,Sale,-40.47,
03/14/2023,03/15/2023,USPS PO 1654840540,Shopping,Sale,-1.69,
03/14/2023,03/15/2023,VENUS.COM,Shopping,Return,45.85,
03/13/2023,03/15/2023,HOMEGOODS #457,Shopping,Return,140.06,
03/14/2023,03/15/2023,MCDONALD'S F16661,Food & Drink,Sale,-9.78,
03/13/2023,03/14/2023,GLO NAIL LOUNGE,Personal,Sale,-60.00,
03/13/2023,03/14/2023,DD DOORDASH ROCKBOTTO,Food & Drink,Sale,-96.88,
03/11/2023,03/12/2023,WHOLEFDS NPV 10129,Groceries,Sale,-9.59,
03/11/2023,03/12/2023,HOMEGOODS #457,Shopping,Sale,-521.39,
03/10/2023,03/12/2023,CASEYS FOODS,Groceries,Sale,-23.02,
03/10/2023,03/10/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-61.90,
03/09/2023,03/10/2023,TST* 3500 LACEY - CAFE,Food & Drink,Sale,-3.82,
03/09/2023,03/10/2023,FLOOR AND DECOR 132,Home,Sale,-1.19,
03/09/2023,03/10/2023,DD DOORDASH LAZYDOG,Food & Drink,Sale,-76.61,
03/08/2023,03/09/2023,DD DOORDASH NAFNAFGRI,Food & Drink,Sale,-24.98,
03/08/2023,03/08/2023,Payment Thank You - Web,,Payment,1000.00,
03/07/2023,03/08/2023,DD DOORDASH CHICK-FIL,Food & Drink,Sale,-58.66,
03/07/2023,03/07/2023,COST PLUS WLD ECOMM,Home,Sale,-462.12,
03/06/2023,03/07/2023,RITUAL (RITUAL.COM),Groceries,Sale,-39.29,
03/05/2023,03/06/2023,SERAPHINE LTD,Shopping,Sale,-100.42,
03/04/2023,03/05/2023,LE CHOCOLAT DU BOUCHARD,Food & Drink,Sale,-21.60,
03/01/2023,03/03/2023,DUPAGE MEDICAL GROUP,Health & Wellness,Sale,-201.43,
03/02/2023,03/03/2023,DD DOORDASH SWEETGREE,Food & Drink,Sale,-22.23,
02/27/2023,03/01/2023,AMERICAN AIR0012604022440,Travel,Sale,-100.00,
02/28/2023,03/01/2023,PELOTON* MEMBERSHIP,Shopping,Sale,-12.99,
02/28/2023,03/01/2023,DD DOORDASH LAZYDOG,Food & Drink,Sale,-91.27,
02/28/2023,03/01/2023,CHICAGO O'HARE INTERNA,Home,Sale,-7.00,
02/25/2023,02/27/2023,WATERWAY CAFE,Food & Drink,Sale,-109.54,
02/25/2023,02/27/2023,STARBUCKS STORE 02894,Food & Drink,Sale,-12.45,
02/26/2023,02/27/2023,DD DOORDASH DUFFYSSPO,Food & Drink,Sale,-86.29,
02/24/2023,02/26/2023,PUBLIX #179,Groceries,Sale,-91.17,
02/19/2023,02/20/2023,DD DOORDASH NAFNAFGRI,Food & Drink,Sale,-61.45,
02/19/2023,02/20/2023,TRADER JOE S #690,Groceries,Sale,-29.25,
02/19/2023,02/20/2023,GLO NAIL LOUNGE,Personal,Sale,-130.00,
02/17/2023,02/19/2023,TST* 3500 LACEY - CAFE,Food & Drink,Sale,-4.65,
02/18/2023,02/19/2023,MADEWELL.COM,Shopping,Sale,-97.74,
02/18/2023,02/19/2023,DD DOORDASH LAZYDOG,Food & Drink,Sale,-110.45,
02/15/2023,02/16/2023,DD DOORDASH ROCKBOTTO,Food & Drink,Sale,-106.14,
02/14/2023,02/15/2023,VENUS.COM,Shopping,Sale,-298.41,
02/13/2023,02/14/2023,DD DOORDASH BUFFALOWI,Food & Drink,Sale,-126.72,
02/13/2023,02/13/2023,DD DOORDASH EGGHARBOR,Food & Drink,Sale,-49.80,
02/12/2023,02/13/2023,DD DOORDASH JIMMYJOHN,Food & Drink,Sale,-34.83,
02/12/2023,02/13/2023,DD DOORDASH TANAKARAM,Food & Drink,Sale,-115.23,
02/10/2023,02/12/2023,JEWEL OSCO 0185,Groceries,Sale,-22.92,
02/10/2023,02/12/2023,DD DOORDASH PANERABRE,Food & Drink,Sale,-53.31,
02/10/2023,02/10/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-52.38,
02/09/2023,02/10/2023,TST* 3500 LACEY - CAFE,Food & Drink,Sale,-13.13,
02/09/2023,02/10/2023,TST* 3500 LACEY - CAFE,Food & Drink,Sale,-3.27,
02/08/2023,02/08/2023,Payment Thank You - Web,,Payment,3316.76,
02/06/2023,02/07/2023,DD DOORDASH NAFNAFGRI,Food & Drink,Sale,-49.57,
02/06/2023,02/06/2023,DD DOORDASH PANDAEXPR,Food & Drink,Sale,-19.88,
02/03/2023,02/05/2023,GLO NAIL LOUNGE,Personal,Sale,-60.00,
02/03/2023,02/05/2023,DD DOORDASH NAFNAFGRI,Food & Drink,Sale,-48.53,
02/03/2023,02/05/2023,CASEYS FOODS,Groceries,Sale,-59.06,
02/02/2023,02/03/2023,DD DOORDASH NAFNAFGRI,Food & Drink,Sale,-23.59,
01/29/2023,01/30/2023,DOORDASH*LAZY DOG,Food & Drink,Sale,-129.62,
01/28/2023,01/29/2023,PELOTON* MEMBERSHIP,Shopping,Sale,-12.99,
01/24/2023,01/25/2023,WALMART.COM,Shopping,Sale,-33.97,
01/24/2023,01/25/2023,CONTAINERSTORE.COM,Shopping,Sale,-93.46,
01/23/2023,01/24/2023,WALGREENS #3405,Health & Wellness,Sale,-8.63,
01/23/2023,01/24/2023,BIG LITTLE FEELINGS,Education,Sale,-123.00,
01/18/2023,01/18/2023,AMERICAN AIR0012364432250,Travel,Sale,-799.80,
01/16/2023,01/18/2023,72488 - 474 NORTH LAKE SH,Travel,Sale,-90.00,
01/18/2023,01/18/2023,AMERICAN AIR0012364432251,Travel,Sale,-799.80,
01/17/2023,01/18/2023,DUPAGE VALLEY ANES LTD,Health & Wellness,Sale,-66.00,
01/14/2023,01/15/2023,DD DOORDASH CHEZFRANC,Food & Drink,Sale,-42.55,
01/13/2023,01/15/2023,TST* Foxtail,Food & Drink,Sale,-243.13,
01/11/2023,01/11/2023,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-60.31,
01/09/2023,01/10/2023,GLO NAIL LOUNGE,Personal,Sale,-60.00,
01/09/2023,01/09/2023,Payment Thank You - Web,,Payment,2287.23,
01/08/2023,01/09/2023,DD DOORDASH ROCKBOTTO,Food & Drink,Sale,-105.38,
01/08/2023,01/08/2023,LATE FEE,Fees & Adjustments,Fee,-29.00,
01/06/2023,01/06/2023,DD DOORDASH AURELIOSP,Food & Drink,Sale,-60.46,
01/04/2023,01/06/2023,JEWEL OSCO 0185,Groceries,Sale,-34.76,
01/05/2023,01/06/2023,IN *DANIELLE RUBAN,Professional Services,Sale,-1692.27,
01/04/2023,01/05/2023,DOORDASH*LAZY DOG,Food & Drink,Sale,-63.13,
01/02/2023,01/04/2023,CROWNE PLAZA AIRPORT- THE,Food & Drink,Sale,-55.58,
01/02/2023,01/04/2023,CROWNE PLAZA AIRPORT- FRO,Travel,Sale,-12.84,
12/28/2022,12/29/2022,PELOTON* MEMBERSHIP,Shopping,Sale,-12.99,
12/22/2022,12/23/2022,RESTAURANTE LA CLANDESTIN,Food & Drink,Sale,-49.50,
12/19/2022,12/20/2022,DFA TOC 102,Shopping,Sale,-187.00,
12/18/2022,12/19/2022,GLO NAIL LOUNGE,Personal,Sale,-130.00,
12/15/2022,12/18/2022,STARBUCKS STORE 58391,Food & Drink,Sale,-11.59,
12/14/2022,12/16/2022,STARBUCKS STORE 60979,Food & Drink,Sale,-101.00,
12/14/2022,12/15/2022,DOWNTOWN NAPERVILLE ALL,Gifts & Donations,Sale,-350.00,
12/13/2022,12/14/2022,PLAINFIELD SURGERY CENTER,Health & Wellness,Sale,-99.72,
12/10/2022,12/11/2022,CASEYS FOODS,Groceries,Sale,-14.41,
12/10/2022,12/11/2022,MARIANOS 537,Groceries,Sale,-49.59,
12/08/2022,12/09/2022,MICHAEL GRAHAM SALON &amp; SP,Health & Wellness,Sale,-303.00,
12/06/2022,12/08/2022,DUPAGE MEDICAL GROUP,Health & Wellness,Sale,-76.31,
12/07/2022,12/07/2022,Payment Thank You - Web,,Payment,2025.36,
12/05/2022,12/06/2022,NAPERVILLE DENTAL SPECIAL,Health & Wellness,Sale,-28.00,
12/04/2022,12/04/2022,DD DOORDASH JIMMYJOHN,Food & Drink,Sale,-33.76,
12/02/2022,12/04/2022,GLO NAIL LOUNGE,Personal,Sale,-65.00,
12/03/2022,12/04/2022,DD DOORDASH NANDOSPER,Food & Drink,Sale,-88.74,
12/01/2022,12/02/2022,LONGEVITY SPA - NAPERV,Health & Wellness,Sale,-505.00,
12/01/2022,12/01/2022,MED*ABC PEDIATRICS LTD,Health & Wellness,Sale,-15.05,
11/28/2022,11/29/2022,PELOTON* MEMBERSHIP,Shopping,Sale,-12.99,
11/25/2022,11/27/2022,MACORNER,Home,Sale,-25.94,
11/24/2022,11/24/2022,Offer:Kohl's,Fees & Adjustments,Adjustment,20.00,
11/21/2022,11/22/2022,VENUS.COM,Shopping,Sale,-67.86,
11/20/2022,11/21/2022,KOHL'S #0067,Shopping,Sale,-454.63,
11/20/2022,11/21/2022,AT* MORTONARBORETUM,Gifts & Donations,Sale,-108.00,
11/15/2022,11/15/2022,PROTEA NUTRITION,Shopping,Sale,-107.72,
11/13/2022,11/14/2022,GLO NAIL LOUNGE,Personal,Sale,-130.00,
11/07/2022,11/09/2022,EVEREVE - 11,Shopping,Sale,-426.69,
11/08/2022,11/08/2022,MICHAEL GRAHAM SALON &amp; SP,Health & Wellness,Sale,-220.00,
11/07/2022,11/08/2022,KOHL'S #0067,Shopping,Sale,-64.94,
11/07/2022,11/08/2022,KOHL'S #0067,Shopping,Sale,-30.36,
11/07/2022,11/07/2022,Payment Thank You - Web,,Payment,3433.09,
11/06/2022,11/07/2022,HOORAY STUDIOS  INC.,Shopping,Sale,-49.45,
11/05/2022,11/06/2022,DD DOORDASH NANDOSPER,Food & Drink,Sale,-49.38,
10/28/2022,10/30/2022,PELOTON* MEMBERSHIP,Shopping,Sale,-12.99,
10/27/2022,10/30/2022,MARKET@WORK 2067379149,Food & Drink,Sale,-3.56,
10/27/2022,10/28/2022,COOPERS HAWK COMM CAFE,Food & Drink,Sale,-14.34,
10/26/2022,10/27/2022,COOPERS HAWK COMM CAFE,Food & Drink,Sale,-12.72,
10/25/2022,10/27/2022,CUPITOL COFFEE AND EATERY,Food & Drink,Sale,-13.54,
10/25/2022,10/26/2022,TARGET        00032078,Shopping,Sale,-9.32,
10/24/2022,10/25/2022,CHICAGO LINE CRUISES RETA,Entertainment,Sale,-207.54,
10/24/2022,10/25/2022,DD DOORDASH LAZYDOG,Food & Drink,Sale,-32.20,
10/23/2022,10/24/2022,TARGET        00019034,Groceries,Sale,-164.18,
10/21/2022,10/23/2022,GLO NAIL LOUNGE,Personal,Sale,-137.00,
10/20/2022,10/21/2022,DUPAGE VALLEY ANES LTD,Health & Wellness,Sale,-66.00,
10/17/2022,10/19/2022,FEDEX 279240935306,Personal,Sale,-31.91,
10/17/2022,10/19/2022,FEDEX 940771640938,Personal,Sale,-5.92,
10/14/2022,10/17/2022,THE GROWING PLACE - MAIN,Home,Sale,-191.79,
10/13/2022,10/14/2022,WALGREENS #3405,Health & Wellness,Sale,-63.10,
10/12/2022,10/12/2022,DD DOORDASH PANERABRE,Food & Drink,Sale,-37.20,
10/08/2022,10/09/2022,KOHL'S #0067,Shopping,Sale,-38.97,
10/08/2022,10/09/2022,Payment Thank You - Web,,Payment,1735.88,
10/06/2022,10/07/2022,QUEST DIAGNOSTICS,Health & Wellness,Sale,-5.11,
10/04/2022,10/06/2022,JEWEL OSCO 0185,Groceries,Sale,-14.38,
10/05/2022,10/06/2022,WALGREENS #3405,Health & Wellness,Sale,-3.82,
10/03/2022,10/04/2022,GLO NAIL LOUNGE,Personal,Sale,-60.00,
10/02/2022,10/03/2022,TRADER JOE S #690,Groceries,Sale,-110.12,
10/02/2022,10/03/2022,DD DOORDASH DASHMART,Food & Drink,Sale,-18.02,
09/30/2022,10/02/2022,73209 - 333 NORTH GREEN,Travel,Sale,-9.00,
09/30/2022,09/30/2022,DD DOORDASH POTBELLYS,Food & Drink,Sale,-13.08,
09/28/2022,09/29/2022,PELOTON* MEMBERSHIP,Shopping,Sale,-12.99,
09/27/2022,09/28/2022,TARGET        00019034,Groceries,Sale,-156.96,
09/27/2022,09/28/2022,FBPAY BeTheMatch,Gifts & Donations,Sale,-50.00,
09/27/2022,09/28/2022,MICHAEL GRAHAM SALON &amp; SP,Health & Wellness,Sale,-329.71,
09/26/2022,09/27/2022,IN *DANIELLE RUBAN,Professional Services,Sale,-1737.09,
09/25/2022,09/26/2022,DD DOORDASH DASHMART,Food & Drink,Sale,-20.07,
09/23/2022,09/25/2022,DUPAGE MEDICAL GROUP,Health & Wellness,Sale,-247.30,
09/19/2022,09/21/2022,TEN LITTLE,Shopping,Sale,-76.50,
09/20/2022,09/21/2022,CASEYS FOODS,Groceries,Sale,-27.42,
09/18/2022,09/19/2022,DD DOORDASH BENJERRYS,Food & Drink,Sale,-25.82,
09/12/2022,09/13/2022,HOMEGOODS #457,Shopping,Sale,-80.73,
09/11/2022,09/12/2022,TARGET        00019034,Groceries,Sale,-194.77,
09/09/2022,09/11/2022,GLO NAIL LOUNGE,Personal,Sale,-115.00,
09/08/2022,09/08/2022,Payment Thank You - Web,,Payment,1907.06,
09/07/2022,09/08/2022,CITY BEAUTY,Shopping,Sale,-37.71,
09/02/2022,09/05/2022,THE GROWING PLACE - MAIN,Home,Sale,-114.96,
09/03/2022,09/04/2022,WHOLEFDS NPV 10129,Groceries,Sale,-242.56,
09/02/2022,09/04/2022,PLAINFIELD SURGERY CENTER,Health & Wellness,Sale,-619.37,
09/02/2022,09/02/2022,MED*ABC PEDIATRICS LTD,Health & Wellness,Sale,-116.06,
08/31/2022,09/01/2022,MCDONALD'S F4233,Food & Drink,Sale,-14.92,
08/29/2022,08/31/2022,COUNTRY CHIP WAGON,Food & Drink,Sale,-35.27,
08/29/2022,08/30/2022,SQ *THE PIE GUYS BAKERY &amp;,Groceries,Sale,-20.62,
08/28/2022,08/29/2022,PELOTON* MEMBERSHIP,Shopping,Sale,-12.99,
08/26/2022,08/28/2022,LCBO/RAO #0028,Food & Drink,Sale,-73.76,
08/21/2022,08/22/2022,DD DOORDASH POKEBROS,Food & Drink,Sale,-62.44,
08/15/2022,08/16/2022,WALMART.COM AA,Shopping,Sale,-17.05,
08/12/2022,08/14/2022,CL *Chase Travel,Travel,Sale,-3622.04,
08/12/2022,08/14/2022,CL *Chase Travel,Travel,Sale,-253.17,
08/06/2022,08/07/2022,Payment Thank You-Mobile,,Payment,2297.53,
08/02/2022,08/04/2022,DUPAGE MEDICAL GROUP,Health & Wellness,Sale,-117.50,
07/31/2022,08/01/2022,DD DOORDASH JEWEL-OSC,Food & Drink,Sale,-44.09,
07/30/2022,07/31/2022,DD DOORDASH POKEBROS,Food & Drink,Sale,-62.44,
07/30/2022,07/31/2022,DD DOORDASH ROCKBOTTO,Food & Drink,Sale,-40.19,
07/28/2022,07/29/2022,PELOTON* MEMBERSHIP,Shopping,Sale,-12.99,
07/25/2022,07/26/2022,GLO NAIL LOUNGE,Personal,Sale,-125.00,
07/24/2022,07/25/2022,DD DOORDASH EGGHARBOR,Food & Drink,Sale,-52.09,
07/22/2022,07/24/2022,CASEYS FOODS,Groceries,Sale,-39.02,
